Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,LONG ISLAND USE RESTRICTION,Formulation,PRODUCT ID,TOXICITY,PRODUCT USE,is_PDF_downloaded,pdf_filename
100-1260,OPTIGARD ANT GEL BAIT,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,FALSE,Solid,123154,NONE,"COMMERCIAL, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL",TRUE,OPTIGARD_ANT_GEL_BAIT_100-1260_PRIMARY_LABEL_577957.pdf
100-1267,TENACITY,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,HERBICIDE,FALSE,Liquid,129013,NONE,TURF,TRUE,TENACITY_100-1267_PRIMARY_LABEL_585478.pdf
100-1268,PREFIX HERBICIDE (NOT FOR USE IN NASSAU / SUFFOLK COUNTIES),100,REGISTERED,1295227,CLOSED,ROUTINE,2025-02-24,MATTHEW J GOGIS,HERBICIDE,TRUE,Liquid,120959,NONE,AGRICULTURAL,TRUE,PREFIX_HERBICIDE_(NOT_FOR_USE_IN_NASSAU___SUFFOLK_COUNTIES)_100-1268_PRIMARY_LABEL_598328.pdf
100-1269,RIDOMIL GOLD MZ WG,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Solid,122889,AQUATIC INVERTEBRATES,AGRICULTURAL,TRUE,RIDOMIL_GOLD_MZ_WG_100-1269_PRIMARY_LABEL_568308.pdf
100-1276,ENDIGO ZC (NO LI) (NYS SPECIFIC LANGUAGE - USE RATE AND BUFFER ZONE),100,REGISTERED,1305354,CLOSED,ROUTINE,2025-08-15,KATHERINE HETTER,INSECTICIDE,TRUE,Liquid,157034,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE",AGRICULTURAL,TRUE,ENDIGO_ZC_(NO_LI)_(NYS_SPECIFIC_LANGUAGE_-_USE_RATE_AND_BUFFER_ZONE)_100-1276_PRIMARY_LABEL_602319.pdf
100-1278,REVUS TOP,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,130974,"AQUATIC INVERTEBRATES, FISH, WILDLIFE",AGRICULTURAL,TRUE,REVUS_TOP_100-1278_PRIMARY_LABEL_539539.pdf
100-1282,"KOBRIX GT (NO SALE, DISTRIBUTION OR USE IN NASSAU AND SUFFOLK COUNTIES)",100,REGISTERED,1298524,CLOSED,ROUTINE,2025-04-15,MATTHEW J GOGIS,HERBICIDE,TRUE,Liquid,274479,NONE,AGRICULTURAL,TRUE,"KOBRIX_GT_(NO_SALE,_DISTRIBUTION_OR_USE_IN_NASSAU_AND_SUFFOLK_COUNTIES)_100-1282_PRIMARY_LABEL_599819.pdf"
100-1282,"HALEX GT HERBICIDE (NO sale, distribution or use IN NASSAU and SUFFOLK COUNTies)",100,REGISTERED,1295632,CLOSED,ROUTINE,2025-03-04,SHAUN PETERSON,HERBICIDE,TRUE,Liquid,125945,NONE,AGRICULTURAL,TRUE,"HALEX_GT_HERBICIDE_(NO_sale,_distribution_or_use_IN_NASSAU_and_SUFFOLK_COUNTies)_100-1282_PRIMARY_LABEL_598481.pdf"
100-1283,ADAGE ST (RESTRICTED USE AS OF 1/1/2023),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",FALSE,Liquid,228704,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE",SEED TREATMENT,TRUE,ADAGE_ST_(RESTRICTED_USE_AS_OF_1_1_2023)_100-1283_PRIMARY_LABEL_564770.pdf
100-1290,OPTIGARD COCKROACH GEL BAIT,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,FALSE,Solid,229151,NONE,"AGRICULTURAL, COMMERCIAL, INDUSTRIAL, RESIDENTIAL",TRUE,OPTIGARD_COCKROACH_GEL_BAIT_100-1290_PRIMARY_LABEL_594287.pdf
100-1291,PLATINUM 75 SG INSECTICIDE (NO LI) (NY MAX USE RATE 0.188 LB AI/ACRE/YEAR),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,Solid,167837,"AQUATIC INVERTEBRATES, BEES, WILDLIFE",AGRICULTURAL,TRUE,PLATINUM_75_SG_INSECTICIDE_(NO_LI)_(NY_MAX_USE_RATE_0.188_LB_AI_ACRE_YEAR)_100-1291_PRIMARY_LABEL_538289.pdf
100-1295,WARRIOR II WITH ZEON TECHNOLOGY (25 FOOT BUFFER STRIP TO COASTAL MARSHES) (2EE - SWEDE MIDGE),100,REGISTERED,30134,CLOSED,2EE,2013-10-29,,INSECTICIDE,FALSE,Liquid,192185,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE",AGRICULTURAL,TRUE,WARRIOR_II_WITH_ZEON_TECHNOLOGY_(25_FOOT_BUFFER_STRIP_TO_COASTAL_MARSHES)_(2EE_-_SWEDE_MIDGE)_100-1295_PRIMARY_LABEL_536842.pdf
100-1295,LAMCAP II (25 FOOT BUFFER STRIP TO COASTAL MARSHES),100,REGISTERED,1306908,CLOSED,ROUTINE,2025-09-11,KATHERINE HETTER,INSECTICIDE,FALSE,Liquid,214962,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE","AGRICULTURAL, NON-CROP, NURSERY",TRUE,LAMCAP_II_(25_FOOT_BUFFER_STRIP_TO_COASTAL_MARSHES)_100-1295_PRIMARY_LABEL_602779.pdf
100-1295,WARRIOR II WITH ZEON TECHNOLOGY (25 FOOT BUFFER STRIP TO COASTAL MARSHES),100,REGISTERED,1306909,CLOSED,ROUTINE,2025-09-11,KATHERINE HETTER,INSECTICIDE,FALSE,Liquid,131557,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE","AGRICULTURAL, NON-CROP, NURSERY",TRUE,WARRIOR_II_WITH_ZEON_TECHNOLOGY_(25_FOOT_BUFFER_STRIP_TO_COASTAL_MARSHES)_100-1295_PRIMARY_LABEL_602780.pdf
100-1308,Archive,100,REGISTERED,1302170,CLOSED,ROUTINE,2025-06-20,MATTHEW J GOGIS,FUNGICIDE,FALSE,Liquid,255369,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,TRUE,Archive_100-1308_PRIMARY_LABEL_600538.pdf
100-1311,QUADRIS RIDOMIL GOLD SL FUNGICDE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,133602,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,TRUE,QUADRIS_RIDOMIL_GOLD_SL_FUNGICDE_100-1311_PRIMARY_LABEL_544304.pdf
100-1313,Amistar top,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,231741,"AQUATIC INVERTEBRATES, DOMESTIC ANIMALS, FISH, WILDLIFE",AGRICULTURAL,TRUE,Amistar_top_100-1313_PRIMARY_LABEL_572012.pdf
100-1313,QUADRIS TOP FUNGICIDE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,144081,"AQUATIC INVERTEBRATES, DOMESTIC ANIMALS, FISH, WILDLIFE",AGRICULTURAL,TRUE,QUADRIS_TOP_FUNGICIDE_100-1313_PRIMARY_LABEL_569533.pdf
100-1315,RENOWN FUNGICIDE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,153972,"AQUATIC INVERTEBRATES, FISH, WILDLIFE",TURF,TRUE,RENOWN_FUNGICIDE_100-1315_PRIMARY_LABEL_533194.pdf
100-1317,INSPIRE SUPER,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,156223,"AQUATIC INVERTEBRATES, DOMESTIC ANIMALS, FISH, WILDLIFE","AGRICULTURAL, GREENHOUSE",TRUE,INSPIRE_SUPER_100-1317_PRIMARY_LABEL_580070.pdf
100-1318,"DURIVO (NO SALE, USE. DISTRIBUTION IN NASSAU, SUFFOLK, KINGS, & QUEENS COUNTIES) (NYS BUFFER ZONES)                                                                ",100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,Liquid,206182,"AQUATIC INVERTEBRATES, BEES, WILDLIFE",AGRICULTURAL,TRUE,"DURIVO_(NO_SALE,_USE._DISTRIBUTION_IN_NASSAU,_SUFFOLK,_KINGS,_and_QUEENS_COUNTIES)_(NYS_BUFFER_ZONES)_100-1318_PRIMARY_LABEL_541640.pdf"
100-1319,"VOLIAM FLEXI INSECTICIDE (NO LONG ISLAND, NO USE WITHIN 100 FEET OF WATER, NO AERIAL USE) (2EE - BROWN MARMORATED STINK BUG)",100,REGISTERED,29647,CLOSED,2EE,2013-03-19,,INSECTICIDE,TRUE,Solid,190515,"AQUATIC INVERTEBRATES, BEES, WILDLIFE",AGRICULTURAL,TRUE,"VOLIAM_FLEXI_INSECTICIDE_(NO_LONG_ISLAND,_NO_USE_WITHIN_100_FEET_OF_WATER,_NO_AERIAL_USE)_(2EE_-_BROWN_MARMORATED_STINK_BUG)_100-1319_PRIMARY_LABEL_536299.pdf"
100-1319,VOLIAM FLEXI (NO Li Use) (NO USE WITHIN 100 FEET OF WATER) (NO AERIAL USE),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,Solid,171290,"AQUATIC INVERTEBRATES, BEES, WILDLIFE",AGRICULTURAL,TRUE,VOLIAM_FLEXI_(NO_Li_Use)_(NO_USE_WITHIN_100_FEET_OF_WATER)_(NO_AERIAL_USE)_100-1319_PRIMARY_LABEL_537750.pdf
100-1323,HERITAGE G,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Solid,137507,"AQUATIC INVERTEBRATES, FISH",TURF,TRUE,HERITAGE_G_100-1323_PRIMARY_LABEL_544858.pdf
100-1324,QUILT XCEL FUNGICIDE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,142980,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,TRUE,QUILT_XCEL_FUNGICIDE_100-1324_PRIMARY_LABEL_583161.pdf
100-1324,AFRAME PLUS,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,204315,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,TRUE,AFRAME_PLUS_100-1324_PRIMARY_LABEL_583160.pdf
100-1326,BANNER MAXX II,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,145877,"AQUATIC INVERTEBRATES, FISH","NURSERY, ORNAMENTAL, TURF",TRUE,BANNER_MAXX_II_100-1326_PRIMARY_LABEL_543062.pdf
100-1326,BANNER MAXX II (2EE - BROWN RING PATCH & RHIZOCTONIA LEAF AND SHEATH SPOT),100,REGISTERED,18777,CLOSED,2EE,2010-06-11,,FUNGICIDE,FALSE,Liquid,153509,FISH,ORNAMENTAL,TRUE,BANNER_MAXX_II_(2EE_-_BROWN_RING_PATCH_and_RHIZOCTONIA_LEAF_AND_SHEATH_SPOT)_100-1326_PRIMARY_LABEL_522950.pdf
100-1328,"PALLADIUM (IN NASSAU & SUFFOLK COUNTIES IN NYS, USE LIMITED TO ORNAMENTALS IN GREENHOUSES, LATH, AND SHADEHOUSES) [RESTRICTED USE AS OF 12/31/2015]",100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Solid,152225,"AQUATIC INVERTEBRATES, FISH","GREENHOUSE, NURSERY, ORNAMENTAL",TRUE,"PALLADIUM_(IN_NASSAU_and_SUFFOLK_COUNTIES_IN_NYS,_USE_LIMITED_TO_ORNAMENTALS_IN_GREENHOUSES,_LATH,_AND_SHADEHOUSES)_[RESTRICTED_USE_AS_OF_12_31_2015]_100-1328_PRIMARY_LABEL_588097.pdf"
100-1347,CONCERT II,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,154558,"AQUATIC INVERTEBRATES, FISH, WILDLIFE","NURSERY, ORNAMENTAL, TURF",TRUE,CONCERT_II_100-1347_PRIMARY_LABEL_546508.pdf
100-1347,CONCERT II (FUNGICIDE) (2EE - BROWN RING PATCH)                                             ,100,REGISTERED,21821,CLOSED,2EE,2011-04-18,,FUNGICIDE,FALSE,Liquid,162903,"AQUATIC INVERTEBRATES, FISH, WILDLIFE","AGRICULTURAL, ORNAMENTAL",TRUE,CONCERT_II_(FUNGICIDE)_(2EE_-_BROWN_RING_PATCH)_100-1347_PRIMARY_LABEL_526595.pdf
100-1350,AGRI-FLEX MITICIDE/INSECTICIDE (NO LI) (NYS MAX RATE 0.172 LB AI/A ON POME FRUIT) (NO AERIAL APP IN NY),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"INSECTICIDE, MITICIDE",TRUE,Liquid,156467,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE",AGRICULTURAL,TRUE,AGRI-FLEX_MITICIDE_INSECTICIDE_(NO_LI)_(NYS_MAX_RATE_0.172_LB_AI_A_ON_POME_FRUIT)_(NO_AERIAL_APP_IN_NY)_100-1350_PRIMARY_LABEL_546032.pdf
100-1351,AGRI-MEK SC MITICIDE-INSECTICIDE (NO AERIAL APPLICATION IN NYS) (2EE - CYCLAMEN MITE),100,REGISTERED,37796,CLOSED,2EE,2016-05-24,,INSECTICIDE,FALSE,Liquid,220426,"BEES, BIRDS, FISH, WILDLIFE",AGRICULTURAL,TRUE,AGRI-MEK_SC_MITICIDE-INSECTICIDE_(NO_AERIAL_APPLICATION_IN_NYS)_(2EE_-_CYCLAMEN_MITE)_100-1351_PRIMARY_LABEL_545539.pdf
100-1351,AGRI-MEK SC MITICIDE-INSECTICIDE (NO AERIAL APPLICATION IN NYS) (RESPIRATOR required for greenhouse uses),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"INSECTICIDE, MITICIDE",FALSE,Liquid,153391,"BEES, FISH, WILDLIFE",AGRICULTURAL,TRUE,AGRI-MEK_SC_MITICIDE-INSECTICIDE_(NO_AERIAL_APPLICATION_IN_NYS)_(RESPIRATOR_required_for_greenhouse_uses)_100-1351_PRIMARY_LABEL_574318.pdf
100-1352,MAXIM QUATTRO,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Solid,156259,"AQUATIC INVERTEBRATES, FISH",SEED TREATMENT,TRUE,MAXIM_QUATTRO_100-1352_PRIMARY_LABEL_527161.pdf
100-1353,AVICTA DUO 250 CORN (2EE - TANK MIX WITH MAXIM QUATTRO),100,DISCONTINUED,22268,CLOSED,2EE,2011-06-07,,"INSECTICIDE, NEMATICIDE",FALSE,Liquid,165067,"AQUATIC INVERTEBRATES, FISH, WILDLIFE",AGRICULTURAL,TRUE,AVICTA_DUO_250_CORN_(2EE_-_TANK_MIX_WITH_MAXIM_QUATTRO)_100-1353_PRIMARY_LABEL_527161.pdf
100-1353,AVICTA DUO 250 CORN,100,DISCONTINUED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"INSECTICIDE, NEMATICIDE",FALSE,Liquid,148742,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE",SEED TREATMENT,TRUE,AVICTA_DUO_250_CORN_100-1353_PRIMARY_LABEL_552680.pdf
100-1359,"CALLISTO XTRA (NOT FOR SALE, USE OR DISTRIBUTION IN NASSAU & SUFFOLK COUNTIES)",100,REGISTERED,1303931,CLOSED,ROUTINE,2025-07-22,KATHERINE HETTER,HERBICIDE,TRUE,Liquid,186581,AQUATIC INVERTEBRATES,AGRICULTURAL,TRUE,"CALLISTO_XTRA_(NOT_FOR_SALE,_USE_OR_DISTRIBUTION_IN_NASSAU_and_SUFFOLK_COUNTIES)_100-1359_PRIMARY_LABEL_601698.pdf"
100-1364,DACONIL ACTION (2EE - PYTHIUM BLIGHT AND BACTERIAL WILT),100,REGISTERED,23951,CLOSED,2EE,2012-01-04,,FUNGICIDE,FALSE,Liquid,170472,"AQUATIC INVERTEBRATES, FISH, WILDLIFE","AGRICULTURAL, TURF",TRUE,DACONIL_ACTION_(2EE_-_PYTHIUM_BLIGHT_AND_BACTERIAL_WILT)_100-1364_PRIMARY_LABEL_529695.pdf
100-1364,DACONIL ACTION,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,166141,"AQUATIC INVERTEBRATES, FISH, WILDLIFE",TURF,TRUE,DACONIL_ACTION_100-1364_PRIMARY_LABEL_591397.pdf
100-1364,DACONIL ACTION (2EE - DOLLAR SPOT),100,REGISTERED,24665,CLOSED,2EE,2012-02-10,,FUNGICIDE,FALSE,Liquid,173636,"AQUATIC INVERTEBRATES, FISH, WILDLIFE","AGRICULTURAL, TURF",TRUE,DACONIL_ACTION_(2EE_-_DOLLAR_SPOT)_100-1364_PRIMARY_LABEL_530577.pdf
100-1374,VIBRANCE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,185155,FISH,SEED TREATMENT,TRUE,VIBRANCE_100-1374_PRIMARY_LABEL_566294.pdf
100-1378,HEADWAY G,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Solid,165219,"AQUATIC INVERTEBRATES, FISH",TURF,TRUE,HEADWAY_G_100-1378_PRIMARY_LABEL_569576.pdf
100-1382,VIBRANCE EXTREME,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,185156,"AQUATIC INVERTEBRATES, BIRDS, FISH",SEED TREATMENT,TRUE,VIBRANCE_EXTREME_100-1382_PRIMARY_LABEL_545416.pdf
100-1383,CRUISERMAXX VIBRANCE CEREALS (RESTRICTED USE AS OF 1/1/2023),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",FALSE,Liquid,185157,"AQUATIC INVERTEBRATES, BEES, BIRDS, FISH, WILDLIFE",SEED TREATMENT,TRUE,CRUISERMAXX_VIBRANCE_CEREALS_(RESTRICTED_USE_AS_OF_1_1_2023)_100-1383_PRIMARY_LABEL_548184.pdf
100-1385,FLEXSTAR GT 3.5,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,HERBICIDE,FALSE,Liquid,159748,NONE,AGRICULTURAL,TRUE,FLEXSTAR_GT_3.5_100-1385_PRIMARY_LABEL_568435.pdf
100-1388,MICORA,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,171329,NONE,"GREENHOUSE, NURSERY, ORNAMENTAL",TRUE,MICORA_100-1388_PRIMARY_LABEL_542315.pdf
100-1402,"BESIEGE INSECTICIDE (NO NASSAU, SUFFOLK, KINGS, OR QUEENS COUNTIES, NY) (NO AERIAL) (100' BUFFER TO ANY WATERBODY)",100,REGISTERED,1309223,CLOSED,ROUTINE,2025-10-13,JYOTHI MURUNDI,INSECTICIDE,TRUE,Liquid,170610,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE","AGRICULTURAL, NON-CROP",TRUE,"BESIEGE_INSECTICIDE_(NO_NASSAU,_SUFFOLK,_KINGS,_OR_QUEENS_COUNTIES,_NY)_(NO_AERIAL)_(100'_BUFFER_TO_ANY_WATERBODY)_100-1402_PRIMARY_LABEL_575447.pdf"
100-1405,AVICTA COMPLETE CORN 250,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE, NEMATICIDE",FALSE,Liquid,176265,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE",SEED TREATMENT,TRUE,AVICTA_COMPLETE_CORN_250_100-1405_PRIMARY_LABEL_585486.pdf
100-1412,CLARELLE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,GROWTH REGULATOR,FALSE,Liquid,171327,NONE,TURF,TRUE,CLARELLE_100-1412_PRIMARY_LABEL_574488.pdf
100-1414,LEXAR EZ HERBICIDE (NO USE ON LI),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,HERBICIDE,TRUE,Liquid,173827,AQUATIC INVERTEBRATES,AGRICULTURAL,TRUE,LEXAR_EZ_HERBICIDE_(NO_USE_ON_LI)_100-1414_PRIMARY_LABEL_582627.pdf
100-1420,"FORTENZA (NO SALE, USE OR DISTRIBUTION IN NASSAU AND SUFFOLK COUNTIES)",100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,Liquid,210122,"AQUATIC INVERTEBRATES, BEES",SEED TREATMENT,TRUE,"FORTENZA_(NO_SALE,_USE_OR_DISTRIBUTION_IN_NASSAU_AND_SUFFOLK_COUNTIES)_100-1420_PRIMARY_LABEL_590650.pdf"
100-1433,BRISKWAY,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,176844,"AQUATIC INVERTEBRATES, DOMESTIC ANIMALS, FISH, WILDLIFE",TURF,TRUE,BRISKWAY_100-1433_PRIMARY_LABEL_567194.pdf
100-1434,MEDALLION WDG (LONG ISLAND - ORNAMENTALS IN ENCLOSED STRUCTURES ONLY) (2EE - CYLINDROCLADIUM BLIGHT)  [RESTRICTED USE AS OF 12/31/2015],100,REGISTERED,29326,CLOSED,2EE,2013-07-24,,FUNGICIDE,FALSE,Solid,189029,"AQUATIC INVERTEBRATES, FISH","NURSERY, ORNAMENTAL, TURF",TRUE,MEDALLION_WDG_(LONG_ISLAND_-_ORNAMENTALS_IN_ENCLOSED_STRUCTURES_ONLY)_(2EE_-_CYLINDROCLADIUM_BLIGHT)__[RESTRICTED_USE_AS_OF_12_31_2015]_100-1434_PRIMARY_LABEL_544049.pdf
100-1434,MEDALLION WDG (LONG ISLAND - ORNAMENTALS IN ENCLOSED STRUCTURES ONLY)  [RESTRICTED AS OF 12/31/2015],100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Solid,176266,"AQUATIC INVERTEBRATES, FISH","GREENHOUSE, NURSERY, ORNAMENTAL",TRUE,MEDALLION_WDG_(LONG_ISLAND_-_ORNAMENTALS_IN_ENCLOSED_STRUCTURES_ONLY)__[RESTRICTED_AS_OF_12_31_2015]_100-1434_PRIMARY_LABEL_583165.pdf
100-1437,TANDEM [INDOOR USE ONLY IN NYS],100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,FALSE,Liquid,175955,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE","COMMERCIAL, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL, STRUCTURAL",TRUE,TANDEM_[INDOOR_USE_ONLY_IN_NYS]_100-1437_PRIMARY_LABEL_580071.pdf
100-1442,LUMAX EZ HERBICIDE (NO USE ON LONG ISLAND),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,HERBICIDE,TRUE,Liquid,178380,AQUATIC INVERTEBRATES,AGRICULTURAL,TRUE,LUMAX_EZ_HERBICIDE_(NO_USE_ON_LONG_ISLAND)_100-1442_PRIMARY_LABEL_587401.pdf
100-1444,CRUISERMAXX POTATO EXTREME (NO NASSAU OR SUFFOLK - SELF-IMPOSED BY SYNGENTA) (RESTRICTED USE AS OF 1/1/2023),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",TRUE,Liquid,190214,"AQUATIC INVERTEBRATES, BEES, WILDLIFE",SEED TREATMENT,TRUE,CRUISERMAXX_POTATO_EXTREME_(NO_NASSAU_OR_SUFFOLK_-_SELF-IMPOSED_BY_SYNGENTA)_(RESTRICTED_USE_AS_OF_1_1_2023)_100-1444_PRIMARY_LABEL_566292.pdf
100-1448,"MEDALLION SC (NO SALE, USE, OR DISTRIBUTION IN NASSAU AND SUFFOLK COUNTIES)  [RESTRICTED AS OF 12/31/2015]",100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,Liquid,181334,"AQUATIC INVERTEBRATES, FISH",TURF,TRUE,"MEDALLION_SC_(NO_SALE,_USE,_OR_DISTRIBUTION_IN_NASSAU_AND_SUFFOLK_COUNTIES)__[RESTRICTED_AS_OF_12_31_2015]_100-1448_PRIMARY_LABEL_584656.pdf"
100-1451,APPEAR,100,DISCONTINUED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,178429,NONE,TURF,TRUE,APPEAR_100-1451_PRIMARY_LABEL_539507.pdf
100-1453,STADIUM FUNGICIDE (POST-HARVEST - NO LONG ISLAND PROHIBITION),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,181335,"AQUATIC INVERTEBRATES, DOMESTIC ANIMALS, FISH, WILDLIFE","AGRICULTURAL, COMMERCIAL",TRUE,STADIUM_FUNGICIDE_(POST-HARVEST_-_NO_LONG_ISLAND_PROHIBITION)_100-1453_PRIMARY_LABEL_590522.pdf
100-1454,CANNONBALL WG (USE ON LONG ISLAND LIMITED TO ONIONS AND STRAWBERRIES),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,FALSE,Solid,189386,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, GREENHOUSE",TRUE,CANNONBALL_WG_(USE_ON_LONG_ISLAND_LIMITED_TO_ONIONS_AND_STRAWBERRIES)_100-1454_PRIMARY_LABEL_583199.pdf
100-1457,AVICTA COMPLETE BEANS 500,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE, NEMATICIDE",FALSE,Liquid,189337,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE",SEED TREATMENT,TRUE,AVICTA_COMPLETE_BEANS_500_100-1457_PRIMARY_LABEL_550531.pdf
100-1458,"ENDIGO ZCX (NO LI) (MAX APP RATE OF 0.188 LB/AI/ACRE/YR, MAX RATE FOR APPLES IN NY IS 0.172 LBS/AI/ACRE/YR)(25 FT BUFFER TO COASTAL MARSH)",100,REGISTERED,1304762,CLOSED,ROUTINE,2025-08-06,MATTHEW J GOGIS,INSECTICIDE,TRUE,Liquid,230689,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE",AGRICULTURAL,TRUE,"ENDIGO_ZCX_(NO_LI)_(MAX_APP_RATE_OF_0.188_LB_AI_ACRE_YR,_MAX_RATE_FOR_APPLES_IN_NY_IS_0.172_LBS_AI_ACRE_YR)(25_FT_BUFFER_TO_COASTAL_MARSH)_100-1458_PRIMARY_LABEL_602079.pdf"
