Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,LONG ISLAND USE RESTRICTION,Formulation,PRODUCT ID,TOXICITY,PRODUCT USE,is_PDF_downloaded,pdf_filename,txt_file_len,each_page_len,text_contains_product_name,text_contains_children,text_contains_epa_no,each_page_has_text
100-1187,UNIFORM,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,162536,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,UNIFORM_100-1187_PRIMARY_LABEL_504581.pdf,0,"[0, 0, 0, 0, 0, 0]",False,False,False,False
100-1191,HERITAGE TL (2EE - BROWN RING PATCH),100,REGISTERED,18585,CLOSED,2EE,2010-05-21,,FUNGICIDE,False,Liquid,152788,"AQUATIC INVERTEBRATES, FISH",TURF,True,HERITAGE_TL_(2EE_-_BROWN_RING_PATCH)_100-1191_PRIMARY_LABEL_522949.pdf,1464,[1464],True,False,True,True
100-1191,HERITAGE TL (2EE - PYTHIUM ROOT DYSFUNCTION),100,REGISTERED,28211,CLOSED,2EE,2013-03-19,,FUNGICIDE,False,Liquid,185152,"AQUATIC INVERTEBRATES, FISH",TURF,True,HERITAGE_TL_(2EE_-_PYTHIUM_ROOT_DYSFUNCTION)_100-1191_PRIMARY_LABEL_534891.pdf,1652,[1652],True,False,True,True
100-1191,HERITAGE TL,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,73373,"AQUATIC INVERTEBRATES, FISH",TURF,True,HERITAGE_TL_100-1191_PRIMARY_LABEL_544851.pdf,36485,"[1021, 1218, 1643, 2599, 1465, 1482, 2070, 2009, 1721, 2053, 2406, 1648, 1419, 1385, 1498, 1143, 1773, 1937, 370, 5625]",True,True,True,True
100-1195,APRONMAXX RFC,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,97587,"AQUATIC INVERTEBRATES, FISH",SEED TREATMENT,True,APRONMAXX_RFC_100-1195_PRIMARY_LABEL_566290.pdf,23785,"[1057, 2468, 3826, 3795, 3971, 2398, 2180, 4090]",True,True,True,True
100-1202,RIDOMIL GOLD SL,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,108969,NONE,AGRICULTURAL,True,RIDOMIL_GOLD_SL_100-1202_PRIMARY_LABEL_544304.pdf,28409,"[1262, 2564, 3933, 3343, 2351, 3505, 3191, 1416, 6844]",True,True,False,True
100-1202,ORONDIS GOLD B,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,212192,NONE,AGRICULTURAL,True,ORONDIS_GOLD_B_100-1202_PRIMARY_LABEL_590599.pdf,71826,"[843, 1088, 1102, 1631, 1724, 2814, 2417, 2657, 755, 2399, 2912, 2627, 3069, 1530, 1328, 2044, 1736, 880, 1285, 1070, 780, 705, 1219, 857, 879, 1055, 1046, 875, 690, 574, 1090, 670, 1147, 567, 575, 1011, 942, 836, 633, 1127, 609, 518, 641, 518, 610, 525, 813, 1028, 1289, 834, 1695, 1258, 2332, 430, 2224, 3313]",True,True,True,True
100-1216,HEADWAY,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,109049,"AQUATIC INVERTEBRATES, FISH",TURF,True,HEADWAY_100-1216_PRIMARY_LABEL_544907.pdf,39565,"[1109, 1246, 1392, 1700, 2576, 1711, 1689, 2627, 1840, 1559, 1703, 2333, 1357, 1562, 1579, 1214, 1630, 1125, 342, 932, 2622, 358, 5359]",True,True,True,True
100-1216,HEADWAY (2EE - BROWN RING PATCH),100,REGISTERED,19256,CLOSED,2EE,2010-07-28,,FUNGICIDE,False,Liquid,154436,"AQUATIC INVERTEBRATES, FISH",TURF,True,HEADWAY_(2EE_-_BROWN_RING_PATCH)_100-1216_PRIMARY_LABEL_523551.pdf,1490,[1490],True,False,True,True
100-1218,DEMON MAX,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"INSECTICIDE, TERMITICIDE",False,Liquid,100014,"AQUATIC INVERTEBRATES, BEES, FISH","COMMERCIAL, RESIDENTIAL, STRUCTURAL, TURF",True,DEMON_MAX_100-1218_PRIMARY_LABEL_553534.pdf,68526,"[1791, 1324, 2030, 2024, 2675, 2293, 2045, 2862, 2148, 1654, 2138, 1494, 2532, 2690, 2886, 2577, 2843, 2759, 2346, 2258, 2978, 2304, 788, 1345, 2342, 2275, 1784, 597, 2472, 420, 2799, 3053]",True,True,True,True
100-1221,RIDOMIL GOLD BRAVO SC,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,108064,"AQUATIC INVERTEBRATES, FISH, WILDLIFE",AGRICULTURAL,True,RIDOMIL_GOLD_BRAVO_SC_100-1221_PRIMARY_LABEL_573568.pdf,58610,"[1199, 1175, 939, 2522, 3049, 4237, 3357, 3406, 4242, 2546, 3719, 2996, 1606, 2003, 1398, 2080, 1464, 2421, 2064, 4168, 2477, 5542]",True,True,True,True
100-1226,ALTO 100 SL,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,132723,NONE,AGRICULTURAL,True,ALTO_100_SL_100-1226_PRIMARY_LABEL_595962.pdf,44239,"[821, 1101, 596, 2415, 2891, 3472, 2948, 3726, 4275, 3246, 2759, 1727, 1468, 2181, 3469, 2194, 4950]",True,True,True,True
100-1231,"INSTRATA  [MAXIMUM APPLICATION RATE ON LONG ISLAND 7 GALLONS/ACRE OR 20.5 FL. OZ. PER 1,000 SQ. FT.]",100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,208119,"AQUATIC INVERTEBRATES, FISH, WILDLIFE",TURF,True,"INSTRATA__[MAXIMUM_APPLICATION_RATE_ON_LONG_ISLAND_7_GALLONS_ACRE_OR_20.5_FL._OZ._PER_1,000_SQ._FT.]_100-1231_PRIMARY_LABEL_586917.pdf",40282,"[1376, 1911, 2537, 3277, 2849, 2977, 3103, 2801, 2373, 2493, 1704, 1743, 2095, 2662, 6381]",True,True,True,True
100-1240,DEMAND G INSECTICIDE (DO NOT APPLY WITHIN 100FT OF COASTAL MARSH),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,False,Solid,110565,"AQUATIC INVERTEBRATES, FISH","ORNAMENTAL, RESIDENTIAL, STRUCTURAL, TURF",True,DEMAND_G_INSECTICIDE_(DO_NOT_APPLY_WITHIN_100FT_OF_COASTAL_MARSH)_100-1240_PRIMARY_LABEL_539753.pdf,14698,"[1173, 4777, 2942, 4726, 1080]",True,True,True,True
100-1242,SCHOLAR Max MP,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,236090,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, COMMERCIAL",True,SCHOLAR_Max_MP_100-1242_PRIMARY_LABEL_583205.pdf,22340,"[852, 1752, 2969, 4139, 3161, 1635, 3555, 415, 3862]",True,True,True,True
100-1242,SCHOLAR SC FUNGICIDE (2EE - ALTERNARIA ROT AND SURFACE MOLD),100,REGISTERED,16414,CLOSED,2EE,2009-09-09,,FUNGICIDE,False,Liquid,145879,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,SCHOLAR_SC_FUNGICIDE_(2EE_-_ALTERNARIA_ROT_AND_SURFACE_MOLD)_100-1242_PRIMARY_LABEL_519952.pdf,3809,"[1769, 2040]",True,False,True,True
100-1242,SCHOLAR SC FUNGICIDE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,120036,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, COMMERCIAL",True,SCHOLAR_SC_FUNGICIDE_100-1242_PRIMARY_LABEL_582739.pdf,34552,"[773, 1540, 1998, 1767, 2541, 2234, 1656, 1127, 1206, 1697, 1792, 1989, 1683, 752, 1219, 1466, 1305, 1683, 1929, 414, 3781]",True,True,True,True
100-1248,CRUISERMAXX POTATO INSECTICIDE AND FUNGICIDE (NO NASSAU OR SUFFOLK - SELF-IMPOSED BY SYNGENTA) (RESTRICTED USE AS OF 1/1/2023),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",True,Liquid,129619,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE",SEED TREATMENT,True,CRUISERMAXX_POTATO_INSECTICIDE_AND_FUNGICIDE_(NO_NASSAU_OR_SUFFOLK_-_SELF-IMPOSED_BY_SYNGENTA)_(RESTRICTED_USE_AS_OF_1_1_2023)_100-1248_PRIMARY_LABEL_581400.pdf,36719,"[1212, 1346, 1979, 2719, 2218, 2290, 2719, 2588, 2228, 2046, 1561, 1195, 2014, 1202, 2307, 1610, 5485]",True,True,True,True
100-1254,REVUS FUNGICIDE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,130490,NONE,"AGRICULTURAL, GREENHOUSE, SEED TREATMENT",True,REVUS_FUNGICIDE_100-1254_PRIMARY_LABEL_582554.pdf,74517,"[4034, 919, 1536, 3281, 2402, 3146, 2763, 2703, 1896, 2370, 2674, 2998, 3059, 2227, 1332, 1376, 2128, 1868, 1685, 1747, 2527, 2041, 2105, 1051, 2177, 1594, 946, 2855, 1512, 2068, 2368, 2703, 384, 4042]",True,True,True,True
100-1256,AXIAL XL HERBICIDE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,HERBICIDE,False,Liquid,227367,NONE,AGRICULTURAL,True,AXIAL_XL_HERBICIDE_100-1256_PRIMARY_LABEL_583138.pdf,41785,"[1017, 2134, 3513, 3662, 3221, 3450, 2900, 3032, 2478, 2373, 2283, 3283, 2599, 848, 4992]",True,True,True,True
100-1260,OPTIGARD ANT GEL BAIT,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,False,Solid,123154,NONE,"COMMERCIAL, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL",True,OPTIGARD_ANT_GEL_BAIT_100-1260_PRIMARY_LABEL_577957.pdf,10259,"[4633, 5626]",True,True,True,True
100-1267,TENACITY,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,HERBICIDE,False,Liquid,129013,NONE,TURF,True,TENACITY_100-1267_PRIMARY_LABEL_585478.pdf,37290,"[884, 1246, 1575, 1981, 1894, 2376, 1921, 1853, 1673, 1168, 1682, 1603, 856, 878, 792, 2477, 2360, 1278, 2654, 595, 5544]",True,True,True,True
100-1268,PREFIX HERBICIDE (NOT FOR USE IN NASSAU / SUFFOLK COUNTIES),100,REGISTERED,1295227,CLOSED,ROUTINE,2025-02-24,MATTHEW J GOGIS,HERBICIDE,True,Liquid,120959,NONE,AGRICULTURAL,True,PREFIX_HERBICIDE_(NOT_FOR_USE_IN_NASSAU___SUFFOLK_COUNTIES)_100-1268_PRIMARY_LABEL_598328.pdf,71998,"[1419, 1927, 2049, 3296, 2646, 2651, 2000, 3002, 2728, 3456, 2739, 2195, 2274, 227, 759, 551, 753, 1202, 1038, 728, 2807, 1137, 2338, 3165, 2907, 2687, 2384, 1653, 2694, 1446, 2675, 1208, 7257]",True,True,True,True
100-1269,RIDOMIL GOLD MZ WG,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Solid,122889,AQUATIC INVERTEBRATES,AGRICULTURAL,True,RIDOMIL_GOLD_MZ_WG_100-1269_PRIMARY_LABEL_568308.pdf,40960,"[1425, 741, 1189, 1014, 1036, 2066, 1487, 1273, 1729, 1302, 1325, 1199, 749, 759, 2068, 1036, 880, 1487, 1135, 1791, 1943, 1749, 1171, 1155, 1223, 1526, 1040, 1017, 1357, 478, 1368, 688, 554]",True,True,True,True
100-1276,ENDIGO ZC (NO LI) (NYS SPECIFIC LANGUAGE - USE RATE AND BUFFER ZONE),100,REGISTERED,1305354,CLOSED,ROUTINE,2025-08-15,KATHERINE HETTER,INSECTICIDE,True,Liquid,157034,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE",AGRICULTURAL,True,ENDIGO_ZC_(NO_LI)_(NYS_SPECIFIC_LANGUAGE_-_USE_RATE_AND_BUFFER_ZONE)_100-1276_PRIMARY_LABEL_602319.pdf,80287,"[1490, 1695, 2635, 2672, 2753, 2501, 2684, 3274, 1317, 2337, 2403, 2930, 2650, 2624, 3408, 2784, 1895, 1975, 1920, 1958, 1478, 1739, 1557, 1834, 1495, 2075, 1982, 1642, 1591, 1489, 2750, 1413, 2349, 2477, 411, 6100]",True,True,True,True
100-1278,REVUS TOP,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,130974,"AQUATIC INVERTEBRATES, FISH, WILDLIFE",AGRICULTURAL,True,REVUS_TOP_100-1278_PRIMARY_LABEL_539539.pdf,39231,"[845, 2221, 4198, 2860, 3374, 2961, 3295, 3519, 1699, 2393, 1396, 1654, 3578, 5238]",True,True,True,True
100-1282,"KOBRIX GT (NO SALE, DISTRIBUTION OR USE IN NASSAU AND SUFFOLK COUNTIES)",100,REGISTERED,1298524,CLOSED,ROUTINE,2025-04-15,MATTHEW J GOGIS,HERBICIDE,True,Liquid,274479,NONE,AGRICULTURAL,True,"KOBRIX_GT_(NO_SALE,_DISTRIBUTION_OR_USE_IN_NASSAU_AND_SUFFOLK_COUNTIES)_100-1282_PRIMARY_LABEL_599819.pdf",138812,"[1468, 1539, 2337, 3033, 2569, 2563, 3080, 3012, 2794, 1741, 1068, 1034, 1123, 1134, 1502, 1300, 2643, 2319, 1442, 1954, 2483, 2465, 2783, 2170, 3082, 1211, 1249, 2677, 2285, 1722, 851, 13452, 1343, 8, 1554, 2347, 3035, 2571, 2565, 3094, 3029, 2809, 1750, 1071, 1037, 1126, 1137, 1505, 1307, 2646, 2330, 1452, 1969, 2499, 2473, 2786, 2181, 3090, 1214, 1252, 2680, 2288, 1725, 854]",True,True,True,True
100-1282,"HALEX GT HERBICIDE (NO sale, distribution or use IN NASSAU and SUFFOLK COUNTies)",100,REGISTERED,1295632,CLOSED,ROUTINE,2025-03-04,SHAUN PETERSON,HERBICIDE,True,Liquid,125945,NONE,AGRICULTURAL,True,"HALEX_GT_HERBICIDE_(NO_sale,_distribution_or_use_IN_NASSAU_and_SUFFOLK_COUNTies)_100-1282_PRIMARY_LABEL_598481.pdf",70076,"[1664, 2825, 4053, 3686, 3418, 3770, 4050, 1700, 1422, 1446, 1753, 1290, 3469, 2965, 3320, 2985, 4118, 4119, 1838, 1057, 3959, 2660, 937, 7572]",True,True,True,True
100-1283,ADAGE ST (RESTRICTED USE AS OF 1/1/2023),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",False,Liquid,228704,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE",SEED TREATMENT,True,ADAGE_ST_(RESTRICTED_USE_AS_OF_1_1_2023)_100-1283_PRIMARY_LABEL_564770.pdf,36567,"[1115, 2356, 3369, 3680, 3923, 3923, 3405, 2812, 2023, 3439, 383, 6139]",True,True,True,True
100-1290,OPTIGARD COCKROACH GEL BAIT,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,False,Solid,229151,NONE,"AGRICULTURAL, COMMERCIAL, INDUSTRIAL, RESIDENTIAL",True,OPTIGARD_COCKROACH_GEL_BAIT_100-1290_PRIMARY_LABEL_594287.pdf,13741,"[1327, 4182, 5367, 2865]",True,True,True,True
100-1291,PLATINUM 75 SG INSECTICIDE (NO LI) (NY MAX USE RATE 0.188 LB AI/ACRE/YEAR),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,True,Solid,167837,"AQUATIC INVERTEBRATES, BEES, WILDLIFE",AGRICULTURAL,True,PLATINUM_75_SG_INSECTICIDE_(NO_LI)_(NY_MAX_USE_RATE_0.188_LB_AI_ACRE_YEAR)_100-1291_PRIMARY_LABEL_538289.pdf,64310,"[935, 1233, 1386, 1730, 1123, 2173, 1792, 1762, 2513, 2193, 2137, 2513, 2318, 2600, 2070, 2186, 2867, 481, 1404, 1524, 1761, 1328, 1077, 2168, 1144, 1211, 1341, 1090, 1271, 809, 1435, 981, 1331, 1327, 1192, 1489, 830, 359, 2744, 2482]",True,True,True,True
100-1295,WARRIOR II WITH ZEON TECHNOLOGY (25 FOOT BUFFER STRIP TO COASTAL MARSHES) (2EE - SWEDE MIDGE),100,REGISTERED,30134,CLOSED,2EE,2013-10-29,,INSECTICIDE,False,Liquid,192185,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE",AGRICULTURAL,True,WARRIOR_II_WITH_ZEON_TECHNOLOGY_(25_FOOT_BUFFER_STRIP_TO_COASTAL_MARSHES)_(2EE_-_SWEDE_MIDGE)_100-1295_PRIMARY_LABEL_536842.pdf,1883,[1883],True,False,True,True
100-1295,LAMCAP II (25 FOOT BUFFER STRIP TO COASTAL MARSHES),100,REGISTERED,1306908,CLOSED,ROUTINE,2025-09-11,KATHERINE HETTER,INSECTICIDE,False,Liquid,214962,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE","AGRICULTURAL, NON-CROP, NURSERY",True,LAMCAP_II_(25_FOOT_BUFFER_STRIP_TO_COASTAL_MARSHES)_100-1295_PRIMARY_LABEL_602779.pdf,94543,"[1246, 2163, 2587, 3066, 2481, 3132, 2483, 2532, 3407, 2637, 3227, 2058, 546, 1614, 1367, 1549, 823, 2384, 1730, 2901, 2340, 2233, 2062, 1614, 1291, 1790, 1205, 1493, 1111, 2074, 1540, 1760, 790, 1850, 2382, 1229, 1689, 1596, 1534, 1956, 1951, 771, 1999, 1307, 1756, 2492, 355, 3592, 2848]",True,True,True,True
100-1295,WARRIOR II WITH ZEON TECHNOLOGY (25 FOOT BUFFER STRIP TO COASTAL MARSHES),100,REGISTERED,1306909,CLOSED,ROUTINE,2025-09-11,KATHERINE HETTER,INSECTICIDE,False,Liquid,131557,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE","AGRICULTURAL, NON-CROP, NURSERY",True,WARRIOR_II_WITH_ZEON_TECHNOLOGY_(25_FOOT_BUFFER_STRIP_TO_COASTAL_MARSHES)_100-1295_PRIMARY_LABEL_602780.pdf,94930,"[1274, 2836, 4292, 3492, 2876, 3604, 4114, 3559, 5326, 1123, 2356, 1808, 1922, 2285, 3738, 3076, 2611, 1606, 2051, 2587, 2132, 1903, 2237, 2251, 1585, 1881, 1525, 1227, 1680, 2046, 1997, 1349, 1606, 2431, 1305, 1778, 2923, 3659, 2879]",True,True,True,True
100-1308,Archive,100,REGISTERED,1302170,CLOSED,ROUTINE,2025-06-20,MATTHEW J GOGIS,FUNGICIDE,False,Liquid,255369,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,Archive_100-1308_PRIMARY_LABEL_600538.pdf,28203,"[1159, 754, 1961, 2423, 3320, 3170, 1873, 1475, 3575, 3093, 5400]",True,True,True,True
100-1311,QUADRIS RIDOMIL GOLD SL FUNGICDE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,133602,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,QUADRIS_RIDOMIL_GOLD_SL_FUNGICDE_100-1311_PRIMARY_LABEL_544304.pdf,28409,"[1262, 2564, 3933, 3343, 2351, 3505, 3191, 1416, 6844]",True,True,True,True
100-1313,Amistar top,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,231741,"AQUATIC INVERTEBRATES, DOMESTIC ANIMALS, FISH, WILDLIFE",AGRICULTURAL,True,Amistar_top_100-1313_PRIMARY_LABEL_572012.pdf,56640,"[988, 2094, 2599, 2953, 3567, 1681, 3301, 2686, 3516, 3710, 4213, 2288, 3066, 2822, 1676, 2961, 2833, 3337, 364, 5985]",True,True,True,True
100-1313,QUADRIS TOP FUNGICIDE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,144081,"AQUATIC INVERTEBRATES, DOMESTIC ANIMALS, FISH, WILDLIFE",AGRICULTURAL,True,QUADRIS_TOP_FUNGICIDE_100-1313_PRIMARY_LABEL_569533.pdf,101260,"[989, 2413, 3436, 3905, 2230, 1542, 3221, 2685, 3626, 3284, 3686, 2926, 3379, 3045, 3968, 3581, 3622, 3937, 2422, 1626, 3110, 3760, 3374, 3481, 1693, 2046, 2808, 2374, 2323, 2191, 2449, 4724, 1350, 6054]",True,True,True,True
100-1315,RENOWN FUNGICIDE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,153972,"AQUATIC INVERTEBRATES, FISH, WILDLIFE",TURF,True,RENOWN_FUNGICIDE_100-1315_PRIMARY_LABEL_533194.pdf,36261,"[1191, 2322, 3176, 3815, 3135, 4165, 3724, 2240, 2027, 1238, 2055, 7173]",True,True,True,True
100-1317,INSPIRE SUPER,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,156223,"AQUATIC INVERTEBRATES, DOMESTIC ANIMALS, FISH, WILDLIFE","AGRICULTURAL, GREENHOUSE",True,INSPIRE_SUPER_100-1317_PRIMARY_LABEL_580070.pdf,76443,"[942, 1678, 2064, 2718, 1997, 1350, 2370, 2915, 1734, 2578, 2319, 2541, 2380, 2251, 2009, 1927, 1284, 1855, 1825, 1709, 1972, 2591, 1459, 1376, 2234, 1879, 2041, 2575, 1270, 1200, 1821, 1152, 2175, 2140, 2018, 2291, 5803]",True,True,True,True
100-1318,"DURIVO (NO SALE, USE. DISTRIBUTION IN NASSAU, SUFFOLK, KINGS, & QUEENS COUNTIES) (NYS BUFFER ZONES)                                                                ",100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,True,Liquid,206182,"AQUATIC INVERTEBRATES, BEES, WILDLIFE",AGRICULTURAL,True,"DURIVO_(NO_SALE,_USE._DISTRIBUTION_IN_NASSAU,_SUFFOLK,_KINGS,_and_QUEENS_COUNTIES)_(NYS_BUFFER_ZONES)_100-1318_PRIMARY_LABEL_541640.pdf",49447,"[1290, 1429, 2295, 2799, 2507, 2747, 2934, 3310, 2745, 2987, 3375, 1620, 1906, 2168, 1925, 2209, 1433, 1657, 2417, 1375, 4319]",True,True,True,True
100-1319,"VOLIAM FLEXI INSECTICIDE (NO LONG ISLAND, NO USE WITHIN 100 FEET OF WATER, NO AERIAL USE) (2EE - BROWN MARMORATED STINK BUG)",100,REGISTERED,29647,CLOSED,2EE,2013-03-19,,INSECTICIDE,True,Solid,190515,"AQUATIC INVERTEBRATES, BEES, WILDLIFE",AGRICULTURAL,True,"VOLIAM_FLEXI_INSECTICIDE_(NO_LONG_ISLAND,_NO_USE_WITHIN_100_FEET_OF_WATER,_NO_AERIAL_USE)_(2EE_-_BROWN_MARMORATED_STINK_BUG)_100-1319_PRIMARY_LABEL_536299.pdf",2559,[2559],True,False,True,True
100-1319,VOLIAM FLEXI (NO Li Use) (NO USE WITHIN 100 FEET OF WATER) (NO AERIAL USE),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,True,Solid,171290,"AQUATIC INVERTEBRATES, BEES, WILDLIFE",AGRICULTURAL,True,VOLIAM_FLEXI_(NO_Li_Use)_(NO_USE_WITHIN_100_FEET_OF_WATER)_(NO_AERIAL_USE)_100-1319_PRIMARY_LABEL_537750.pdf,62873,"[1151, 1170, 1726, 1644, 1818, 2380, 1745, 1707, 1289, 1595, 1740, 1931, 2090, 2187, 1720, 2068, 1840, 1798, 2245, 1935, 1270, 1050, 1044, 953, 996, 438, 1090, 1114, 696, 1292, 1112, 1450, 1364, 1489, 1482, 1147, 1485, 1548, 1352, 1880, 2842]",True,True,True,True
100-1323,HERITAGE G,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Solid,137507,"AQUATIC INVERTEBRATES, FISH",TURF,True,HERITAGE_G_100-1323_PRIMARY_LABEL_544858.pdf,34560,"[1014, 2163, 3863, 3379, 3499, 2604, 2175, 2266, 2189, 2272, 1769, 924, 968, 5475]",True,True,True,True
100-1324,QUILT XCEL FUNGICIDE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,142980,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,QUILT_XCEL_FUNGICIDE_100-1324_PRIMARY_LABEL_583161.pdf,90667,"[1240, 1836, 1902, 3204, 2919, 3296, 2316, 2153, 2545, 2894, 3201, 3603, 3267, 2203, 2939, 2866, 3024, 2516, 2604, 2692, 2984, 3762, 3225, 2887, 3561, 2454, 2404, 2754, 2603, 1956, 3154, 5703]",True,True,True,True
100-1324,AFRAME PLUS,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,204315,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,AFRAME_PLUS_100-1324_PRIMARY_LABEL_583160.pdf,88757,"[1144, 2579, 4341, 3630, 4208, 2090, 3583, 4064, 3859, 4220, 3619, 1990, 3639, 3141, 3288, 2653, 2931, 3725, 4033, 3118, 3229, 3838, 3852, 2597, 3730, 5656]",True,True,True,True
100-1326,BANNER MAXX II,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,145877,"AQUATIC INVERTEBRATES, FISH","NURSERY, ORNAMENTAL, TURF",True,BANNER_MAXX_II_100-1326_PRIMARY_LABEL_543062.pdf,36036,"[811, 1434, 1536, 2095, 1351, 1631, 1244, 2150, 1857, 1452, 1156, 1300, 1222, 1348, 1562, 1103, 1132, 1073, 1475, 2099, 2561, 549, 3895]",True,True,True,True
100-1326,BANNER MAXX II (2EE - BROWN RING PATCH & RHIZOCTONIA LEAF AND SHEATH SPOT),100,REGISTERED,18777,CLOSED,2EE,2010-06-11,,FUNGICIDE,False,Liquid,153509,FISH,ORNAMENTAL,True,BANNER_MAXX_II_(2EE_-_BROWN_RING_PATCH_and_RHIZOCTONIA_LEAF_AND_SHEATH_SPOT)_100-1326_PRIMARY_LABEL_522950.pdf,1591,[1591],True,False,True,True
