Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,LONG ISLAND USE RESTRICTION,Formulation,PRODUCT ID,TOXICITY,PRODUCT USE,is_PDF_downloaded,pdf_filename,txt_file_len,each_page_len,text_contains_product_name,text_contains_children,text_contains_epa_no,each_page_has_text,OCR_text_contains_product_name,OCR_text_contains_children,OCR_text_contains_epa_no,OCR_needed,runOCR_reason,Post_OCR_char_per_page,OCR_v_Original,final_determination,agricultural_use_requirements_and_restricted_entry_interval
100-1248,CRUISERMAXX POTATO INSECTICIDE AND FUNGICIDE (NO NASSAU OR SUFFOLK - SELF-IMPOSED BY SYNGENTA) (RESTRICTED USE AS OF 1/1/2023),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",True,Liquid,129619,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE",SEED TREATMENT,True,CRUISERMAXX_POTATO_INSECTICIDE_AND_FUNGICIDE_(NO_NASSAU_OR_SUFFOLK_-_SELF-IMPOSED_BY_SYNGENTA)_(RESTRICTED_USE_AS_OF_1_1_2023)_100-1248_PRIMARY_LABEL_581400.pdf,37449.0,"[1212, 1346, 1979, 2719, 2218, 2290, 2719, 2588, 2228, 2046, 1561, 1195, 2014, 1202, 2307, 1610, 5485]",True,True,True,True,,,,False,,,,,both
100-1254,REVUS FUNGICIDE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,130490,NONE,"AGRICULTURAL, GREENHOUSE, SEED TREATMENT",True,REVUS_FUNGICIDE_100-1254_PRIMARY_LABEL_582554.pdf,75995.0,"[4034, 919, 1536, 3281, 2402, 3146, 2763, 2703, 1896, 2370, 2674, 2998, 3059, 2227, 1332, 1376, 2128, 1868, 1685, 1747, 2527, 2041, 2105, 1051, 2177, 1594, 946, 2855, 1512, 2068, 2368, 2703, 384, 4042]",True,True,True,True,,,,False,,,,,both
100-1256,AXIAL XL HERBICIDE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,HERBICIDE,False,Liquid,227367,NONE,AGRICULTURAL,True,AXIAL_XL_HERBICIDE_100-1256_PRIMARY_LABEL_583138.pdf,42427.0,"[1017, 2134, 3513, 3662, 3221, 3450, 2900, 3032, 2478, 2373, 2283, 3283, 2599, 848, 4992]",True,True,True,True,,,,False,,,,,both
100-1260,OPTIGARD ANT GEL BAIT,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,False,Solid,123154,NONE,"COMMERCIAL, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL",True,OPTIGARD_ANT_GEL_BAIT_100-1260_PRIMARY_LABEL_577957.pdf,10343.0,"[4633, 5626]",True,True,True,True,,,,False,,,,,none
100-1267,TENACITY,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,HERBICIDE,False,Liquid,129013,NONE,TURF,True,TENACITY_100-1267_PRIMARY_LABEL_585478.pdf,38196.0,"[884, 1246, 1575, 1981, 1894, 2376, 1921, 1853, 1673, 1168, 1682, 1603, 856, 878, 792, 2477, 2360, 1278, 2654, 595, 5544]",True,True,True,True,,,,False,,,,,both
100-1268,PREFIX HERBICIDE (NOT FOR USE IN NASSAU / SUFFOLK COUNTIES),100,REGISTERED,1295227,CLOSED,ROUTINE,2025-02-24,MATTHEW J GOGIS,HERBICIDE,True,Liquid,120959,NONE,AGRICULTURAL,True,PREFIX_HERBICIDE_(NOT_FOR_USE_IN_NASSAU___SUFFOLK_COUNTIES)_100-1268_PRIMARY_LABEL_598328.pdf,73432.0,"[1419, 1927, 2049, 3296, 2646, 2651, 2000, 3002, 2728, 3456, 2739, 2195, 2274, 227, 759, 551, 753, 1202, 1038, 728, 2807, 1137, 2338, 3165, 2907, 2687, 2384, 1653, 2694, 1446, 2675, 1208, 7257]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 33 pages need OCR because they are less than 300 characters (pages: [14]),"[1419, 1927, 2049, 3296, 2646, 2651, 2000, 3002, 2728, 3456, 2739, 2195, 2274, 252, 759, 551, 753, 1202, 1038, 728, 2807, 1137, 2338, 3165, 2907, 2687, 2384, 1653, 2694, 1446, 2675, 1208, 7257]",Original,Original,both
100-1269,RIDOMIL GOLD MZ WG,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Solid,122889,AQUATIC INVERTEBRATES,AGRICULTURAL,True,RIDOMIL_GOLD_MZ_WG_100-1269_PRIMARY_LABEL_568308.pdf,42394.0,"[1425, 741, 1189, 1014, 1036, 2066, 1487, 1273, 1729, 1302, 1325, 1199, 749, 759, 2068, 1036, 880, 1487, 1135, 1791, 1943, 1749, 1171, 1155, 1223, 1526, 1040, 1017, 1357, 478, 1368, 688, 554]",True,True,True,True,,,,False,,,,,both
100-1276,ENDIGO ZC (NO LI) (NYS SPECIFIC LANGUAGE - USE RATE AND BUFFER ZONE),100,REGISTERED,1305354,CLOSED,ROUTINE,2025-08-15,KATHERINE HETTER,INSECTICIDE,True,Liquid,157034,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE",AGRICULTURAL,True,ENDIGO_ZC_(NO_LI)_(NYS_SPECIFIC_LANGUAGE_-_USE_RATE_AND_BUFFER_ZONE)_100-1276_PRIMARY_LABEL_602319.pdf,81853.0,"[1490, 1695, 2635, 2672, 2753, 2501, 2684, 3274, 1317, 2337, 2403, 2930, 2650, 2624, 3408, 2784, 1895, 1975, 1920, 1958, 1478, 1739, 1557, 1834, 1495, 2075, 1982, 1642, 1591, 1489, 2750, 1413, 2349, 2477, 411, 6100]",True,True,True,True,,,,False,,,,,both
100-1278,REVUS TOP,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,130974,"AQUATIC INVERTEBRATES, FISH, WILDLIFE",AGRICULTURAL,True,REVUS_TOP_100-1278_PRIMARY_LABEL_539539.pdf,39829.0,"[845, 2221, 4198, 2860, 3374, 2961, 3295, 3519, 1699, 2393, 1396, 1654, 3578, 5238]",True,True,True,True,,,,False,,,,,both
100-1282,"KOBRIX GT (NO SALE, DISTRIBUTION OR USE IN NASSAU AND SUFFOLK COUNTIES)",100,REGISTERED,1298524,CLOSED,ROUTINE,2025-04-15,MATTHEW J GOGIS,HERBICIDE,True,Liquid,274479,NONE,AGRICULTURAL,True,"KOBRIX_GT_(NO_SALE,_DISTRIBUTION_OR_USE_IN_NASSAU_AND_SUFFOLK_COUNTIES)_100-1282_PRIMARY_LABEL_599819.pdf",141610.0,"[1468, 1539, 2337, 3033, 2569, 2563, 3080, 3012, 2794, 1741, 1068, 1034, 1123, 1134, 1502, 1300, 2643, 2319, 1442, 1954, 2483, 2465, 2783, 2170, 3082, 1211, 1249, 2677, 2285, 1722, 851, 13452, 1343, 8, 1554, 2347, 3035, 2571, 2565, 3094, 3029, 2809, 1750, 1071, 1037, 1126, 1137, 1505, 1307, 2646, 2330, 1452, 1969, 2499, 2473, 2786, 2181, 3090, 1214, 1252, 2680, 2288, 1725, 854]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 64 pages need OCR because they are less than 300 characters (pages: [34]),"[1468, 1539, 2337, 3033, 2569, 2563, 3080, 3012, 2794, 1741, 1068, 1034, 1123, 1134, 1502, 1300, 2643, 2319, 1442, 1954, 2483, 2465, 2783, 2170, 3082, 1211, 1249, 2677, 2285, 1722, 851, 13452, 1343, 6, 1554, 2347, 3035, 2571, 2565, 3094, 3029, 2809, 1750, 1071, 1037, 1126, 1137, 1505, 1307, 2646, 2330, 1452, 1969, 2499, 2473, 2786, 2181, 3090, 1214, 1252, 2680, 2288, 1725, 854]",Original,Original,both
100-1282,"HALEX GT HERBICIDE (NO sale, distribution or use IN NASSAU and SUFFOLK COUNTies)",100,REGISTERED,1295632,CLOSED,ROUTINE,2025-03-04,SHAUN PETERSON,HERBICIDE,True,Liquid,125945,NONE,AGRICULTURAL,True,"HALEX_GT_HERBICIDE_(NO_sale,_distribution_or_use_IN_NASSAU_and_SUFFOLK_COUNTies)_100-1282_PRIMARY_LABEL_598481.pdf",71114.0,"[1664, 2825, 4053, 3686, 3418, 3770, 4050, 1700, 1422, 1446, 1753, 1290, 3469, 2965, 3320, 2985, 4118, 4119, 1838, 1057, 3959, 2660, 937, 7572]",True,True,True,True,,,,False,,,,,both
100-1283,ADAGE ST (RESTRICTED USE AS OF 1/1/2023),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",False,Liquid,228704,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE",SEED TREATMENT,True,ADAGE_ST_(RESTRICTED_USE_AS_OF_1_1_2023)_100-1283_PRIMARY_LABEL_564770.pdf,37077.0,"[1115, 2356, 3369, 3680, 3923, 3923, 3405, 2812, 2023, 3439, 383, 6139]",True,True,True,True,,,,False,,,,,both
100-1290,OPTIGARD COCKROACH GEL BAIT,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,False,Solid,229151,NONE,"AGRICULTURAL, COMMERCIAL, INDUSTRIAL, RESIDENTIAL",True,OPTIGARD_COCKROACH_GEL_BAIT_100-1290_PRIMARY_LABEL_594287.pdf,13909.0,"[1327, 4182, 5367, 2865]",True,True,True,True,,,,False,,,,,none
100-1291,PLATINUM 75 SG INSECTICIDE (NO LI) (NY MAX USE RATE 0.188 LB AI/ACRE/YEAR),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,True,Solid,167837,"AQUATIC INVERTEBRATES, BEES, WILDLIFE",AGRICULTURAL,True,PLATINUM_75_SG_INSECTICIDE_(NO_LI)_(NY_MAX_USE_RATE_0.188_LB_AI_ACRE_YEAR)_100-1291_PRIMARY_LABEL_538289.pdf,66052.0,"[935, 1233, 1386, 1730, 1123, 2173, 1792, 1762, 2513, 2193, 2137, 2513, 2318, 2600, 2070, 2186, 2867, 481, 1404, 1524, 1761, 1328, 1077, 2168, 1144, 1211, 1341, 1090, 1271, 809, 1435, 981, 1331, 1327, 1192, 1489, 830, 359, 2744, 2482]",True,True,True,True,,,,False,,,,,both
100-1295,LAMCAP II (25 FOOT BUFFER STRIP TO COASTAL MARSHES),100,REGISTERED,1306908,CLOSED,ROUTINE,2025-09-11,KATHERINE HETTER,INSECTICIDE,False,Liquid,214962,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE","AGRICULTURAL, NON-CROP, NURSERY",True,LAMCAP_II_(25_FOOT_BUFFER_STRIP_TO_COASTAL_MARSHES)_100-1295_PRIMARY_LABEL_602779.pdf,96681.0,"[1246, 2163, 2587, 3066, 2481, 3132, 2483, 2532, 3407, 2637, 3227, 2058, 546, 1614, 1367, 1549, 823, 2384, 1730, 2901, 2340, 2233, 2062, 1614, 1291, 1790, 1205, 1493, 1111, 2074, 1540, 1760, 790, 1850, 2382, 1229, 1689, 1596, 1534, 1956, 1951, 771, 1999, 1307, 1756, 2492, 355, 3592, 2848]",True,True,True,True,,,,False,,,,,both
100-1295,WARRIOR II WITH ZEON TECHNOLOGY (25 FOOT BUFFER STRIP TO COASTAL MARSHES),100,REGISTERED,1306909,CLOSED,ROUTINE,2025-09-11,KATHERINE HETTER,INSECTICIDE,False,Liquid,131557,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE","AGRICULTURAL, NON-CROP, NURSERY",True,WARRIOR_II_WITH_ZEON_TECHNOLOGY_(25_FOOT_BUFFER_STRIP_TO_COASTAL_MARSHES)_100-1295_PRIMARY_LABEL_602780.pdf,96628.0,"[1274, 2836, 4292, 3492, 2876, 3604, 4114, 3559, 5326, 1123, 2356, 1808, 1922, 2285, 3738, 3076, 2611, 1606, 2051, 2587, 2132, 1903, 2237, 2251, 1585, 1881, 1525, 1227, 1680, 2046, 1997, 1349, 1606, 2431, 1305, 1778, 2923, 3659, 2879]",True,True,True,True,,,,False,,,,,both
100-1308,Archive,100,REGISTERED,1302170,CLOSED,ROUTINE,2025-06-20,MATTHEW J GOGIS,FUNGICIDE,False,Liquid,255369,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,Archive_100-1308_PRIMARY_LABEL_600538.pdf,28669.0,"[1159, 754, 1961, 2423, 3320, 3170, 1873, 1475, 3575, 3093, 5400]",True,True,True,True,,,,False,,,,,none
100-1311,QUADRIS RIDOMIL GOLD SL FUNGICDE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,133602,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,QUADRIS_RIDOMIL_GOLD_SL_FUNGICDE_100-1311_PRIMARY_LABEL_544304.pdf,28787.0,"[1262, 2564, 3933, 3343, 2351, 3505, 3191, 1416, 6844]",True,True,True,True,,,,False,,,,,both
100-1313,Amistar top,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,231741,"AQUATIC INVERTEBRATES, DOMESTIC ANIMALS, FISH, WILDLIFE",AGRICULTURAL,True,Amistar_top_100-1313_PRIMARY_LABEL_572012.pdf,57502.0,"[988, 2094, 2599, 2953, 3567, 1681, 3301, 2686, 3516, 3710, 4213, 2288, 3066, 2822, 1676, 2961, 2833, 3337, 364, 5985]",True,True,True,True,,,,False,,,,,both
100-1313,QUADRIS TOP FUNGICIDE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,144081,"AQUATIC INVERTEBRATES, DOMESTIC ANIMALS, FISH, WILDLIFE",AGRICULTURAL,True,QUADRIS_TOP_FUNGICIDE_100-1313_PRIMARY_LABEL_569533.pdf,102738.0,"[989, 2413, 3436, 3905, 2230, 1542, 3221, 2685, 3626, 3284, 3686, 2926, 3379, 3045, 3968, 3581, 3622, 3937, 2422, 1626, 3110, 3760, 3374, 3481, 1693, 2046, 2808, 2374, 2323, 2191, 2449, 4724, 1350, 6054]",True,True,True,True,,,,False,,,,,both
100-1315,RENOWN FUNGICIDE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,153972,"AQUATIC INVERTEBRATES, FISH, WILDLIFE",TURF,True,RENOWN_FUNGICIDE_100-1315_PRIMARY_LABEL_533194.pdf,36771.0,"[1191, 2322, 3176, 3815, 3135, 4165, 3724, 2240, 2027, 1238, 2055, 7173]",True,True,True,True,,,,False,,,,,both
100-1317,INSPIRE SUPER,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,156223,"AQUATIC INVERTEBRATES, DOMESTIC ANIMALS, FISH, WILDLIFE","AGRICULTURAL, GREENHOUSE",True,INSPIRE_SUPER_100-1317_PRIMARY_LABEL_580070.pdf,78053.0,"[942, 1678, 2064, 2718, 1997, 1350, 2370, 2915, 1734, 2578, 2319, 2541, 2380, 2251, 2009, 1927, 1284, 1855, 1825, 1709, 1972, 2591, 1459, 1376, 2234, 1879, 2041, 2575, 1270, 1200, 1821, 1152, 2175, 2140, 2018, 2291, 5803]",True,True,True,True,,,,False,,,,,both
100-1318,"DURIVO (NO SALE, USE. DISTRIBUTION IN NASSAU, SUFFOLK, KINGS, & QUEENS COUNTIES) (NYS BUFFER ZONES)                                                                ",100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,True,Liquid,206182,"AQUATIC INVERTEBRATES, BEES, WILDLIFE",AGRICULTURAL,True,"DURIVO_(NO_SALE,_USE._DISTRIBUTION_IN_NASSAU,_SUFFOLK,_KINGS,_and_QUEENS_COUNTIES)_(NYS_BUFFER_ZONES)_100-1318_PRIMARY_LABEL_541640.pdf",50353.0,"[1290, 1429, 2295, 2799, 2507, 2747, 2934, 3310, 2745, 2987, 3375, 1620, 1906, 2168, 1925, 2209, 1433, 1657, 2417, 1375, 4319]",True,True,True,True,,,,False,,,,,both
100-1319,VOLIAM FLEXI (NO Li Use) (NO USE WITHIN 100 FEET OF WATER) (NO AERIAL USE),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,True,Solid,171290,"AQUATIC INVERTEBRATES, BEES, WILDLIFE",AGRICULTURAL,True,VOLIAM_FLEXI_(NO_Li_Use)_(NO_USE_WITHIN_100_FEET_OF_WATER)_(NO_AERIAL_USE)_100-1319_PRIMARY_LABEL_537750.pdf,64659.0,"[1151, 1170, 1726, 1644, 1818, 2380, 1745, 1707, 1289, 1595, 1740, 1931, 2090, 2187, 1720, 2068, 1840, 1798, 2245, 1935, 1270, 1050, 1044, 953, 996, 438, 1090, 1114, 696, 1292, 1112, 1450, 1364, 1489, 1482, 1147, 1485, 1548, 1352, 1880, 2842]",True,True,True,True,,,,False,,,,,both
100-1323,HERITAGE G,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Solid,137507,"AQUATIC INVERTEBRATES, FISH",TURF,True,HERITAGE_G_100-1323_PRIMARY_LABEL_544858.pdf,35158.0,"[1014, 2163, 3863, 3379, 3499, 2604, 2175, 2266, 2189, 2272, 1769, 924, 968, 5475]",True,True,True,True,,,,False,,,,,ag
100-1324,QUILT XCEL FUNGICIDE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,142980,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,QUILT_XCEL_FUNGICIDE_100-1324_PRIMARY_LABEL_583161.pdf,92057.0,"[1240, 1836, 1902, 3204, 2919, 3296, 2316, 2153, 2545, 2894, 3201, 3603, 3267, 2203, 2939, 2866, 3024, 2516, 2604, 2692, 2984, 3762, 3225, 2887, 3561, 2454, 2404, 2754, 2603, 1956, 3154, 5703]",True,True,True,True,,,,False,,,,,both
100-1324,AFRAME PLUS,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,204315,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,AFRAME_PLUS_100-1324_PRIMARY_LABEL_583160.pdf,89883.0,"[1144, 2579, 4341, 3630, 4208, 2090, 3583, 4064, 3859, 4220, 3619, 1990, 3639, 3141, 3288, 2653, 2931, 3725, 4033, 3118, 3229, 3838, 3852, 2597, 3730, 5656]",True,True,True,True,,,,False,,,,,both
100-1326,BANNER MAXX II,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,145877,"AQUATIC INVERTEBRATES, FISH","NURSERY, ORNAMENTAL, TURF",True,BANNER_MAXX_II_100-1326_PRIMARY_LABEL_543062.pdf,37030.0,"[811, 1434, 1536, 2095, 1351, 1631, 1244, 2150, 1857, 1452, 1156, 1300, 1222, 1348, 1562, 1103, 1132, 1073, 1475, 2099, 2561, 549, 3895]",True,True,True,True,,,,False,,,,,both
100-1328,"PALLADIUM (IN NASSAU & SUFFOLK COUNTIES IN NYS, USE LIMITED TO ORNAMENTALS IN GREENHOUSES, LATH, AND SHADEHOUSES) [RESTRICTED USE AS OF 12/31/2015]",100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Solid,152225,"AQUATIC INVERTEBRATES, FISH","GREENHOUSE, NURSERY, ORNAMENTAL",True,"PALLADIUM_(IN_NASSAU_and_SUFFOLK_COUNTIES_IN_NYS,_USE_LIMITED_TO_ORNAMENTALS_IN_GREENHOUSES,_LATH,_AND_SHADEHOUSES)_[RESTRICTED_USE_AS_OF_12_31_2015]_100-1328_PRIMARY_LABEL_588097.pdf",80464.0,"[1635, 725, 1347, 1218, 1420, 2090, 1898, 2449, 1893, 1824, 2278, 2321, 2604, 2299, 2259, 2150, 1866, 1160, 1228, 1284, 1118, 1813, 390, 649, 905, 709, 1219, 1136, 1485, 741, 1549, 1745, 1207, 708, 1402, 1495, 1146, 1065, 1884, 1357, 1368, 853, 1028, 1177, 1601, 761, 1062, 778, 1101, 1217, 1635, 1721, 1299, 2834]",True,True,True,True,,,,False,,,,,both
100-1347,CONCERT II,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,154558,"AQUATIC INVERTEBRATES, FISH, WILDLIFE","NURSERY, ORNAMENTAL, TURF",True,CONCERT_II_100-1347_PRIMARY_LABEL_546508.pdf,43555.0,"[1152, 1825, 2729, 3274, 2769, 2194, 2268, 2692, 1762, 1047, 1282, 1455, 1415, 1558, 1545, 934, 1981, 636, 3498, 633, 6000]",True,True,True,True,,,,False,,,,,both
100-1350,AGRI-FLEX MITICIDE/INSECTICIDE (NO LI) (NYS MAX RATE 0.172 LB AI/A ON POME FRUIT) (NO AERIAL APP IN NY),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"INSECTICIDE, MITICIDE",True,Liquid,156467,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE",AGRICULTURAL,True,AGRI-FLEX_MITICIDE_INSECTICIDE_(NO_LI)_(NYS_MAX_RATE_0.172_LB_AI_A_ON_POME_FRUIT)_(NO_AERIAL_APP_IN_NY)_100-1350_PRIMARY_LABEL_546032.pdf,68268.0,"[1518, 980, 1335, 1555, 1492, 1171, 1883, 1848, 1932, 1746, 1446, 2738, 2008, 1603, 1402, 1425, 2226, 2590, 1374, 1941, 1791, 1487, 1947, 1243, 2042, 1924, 1486, 1478, 2075, 1581, 1419, 1708, 1466, 1317, 1918, 402, 2127, 4990]",True,True,True,True,,,,False,,,,,both
100-1351,AGRI-MEK SC MITICIDE-INSECTICIDE (NO AERIAL APPLICATION IN NYS) (RESPIRATOR required for greenhouse uses),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"INSECTICIDE, MITICIDE",False,Liquid,153391,"BEES, FISH, WILDLIFE",AGRICULTURAL,True,AGRI-MEK_SC_MITICIDE-INSECTICIDE_(NO_AERIAL_APPLICATION_IN_NYS)_(RESPIRATOR_required_for_greenhouse_uses)_100-1351_PRIMARY_LABEL_574318.pdf,113632.0,"[1298, 1544, 1099, 2308, 2378, 2668, 2747, 3394, 2886, 2631, 3138, 3468, 3853, 2587, 2886, 3319, 1380, 1994, 1357, 1040, 1267, 2034, 2583, 1297, 1297, 1505, 1841, 1830, 1994, 2246, 2516, 1067, 1600, 1259, 1349, 1888, 1519, 1485, 2148, 2440, 1119, 995, 1642, 1550, 1481, 1702, 1867, 1826, 1849, 1150, 2264, 2684, 1497, 1122, 5342]",True,True,True,True,,,,,,,,Original,ag
100-1352,MAXIM QUATTRO,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Solid,156259,"AQUATIC INVERTEBRATES, FISH",SEED TREATMENT,True,MAXIM_QUATTRO_100-1352_PRIMARY_LABEL_527161.pdf,2487.0,[2445],True,False,True,True,,,,,,,,Original,none
100-1353,AVICTA DUO 250 CORN,100,DISCONTINUED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"INSECTICIDE, NEMATICIDE",False,Liquid,148742,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE",SEED TREATMENT,True,AVICTA_DUO_250_CORN_100-1353_PRIMARY_LABEL_552680.pdf,31871.0,"[1591, 1254, 2233, 2283, 2672, 2129, 2025, 1252, 2047, 2042, 1278, 1919, 2155, 1700, 2065, 2029, 467]",True,True,True,True,,,,,,,,Original,none
100-1359,"CALLISTO XTRA (NOT FOR SALE, USE OR DISTRIBUTION IN NASSAU & SUFFOLK COUNTIES)",100,REGISTERED,1303931,CLOSED,ROUTINE,2025-07-22,KATHERINE HETTER,HERBICIDE,True,Liquid,186581,AQUATIC INVERTEBRATES,AGRICULTURAL,True,"CALLISTO_XTRA_(NOT_FOR_SALE,_USE_OR_DISTRIBUTION_IN_NASSAU_and_SUFFOLK_COUNTIES)_100-1359_PRIMARY_LABEL_601698.pdf",94672.0,"[1964, 1210, 1394, 2386, 3820, 4305, 3940, 4156, 3488, 4103, 3789, 1807, 4302, 3609, 2839, 2205, 1443, 1888, 1158, 1200, 2295, 2816, 3219, 3043, 3164, 2892, 2805, 2838, 1805, 4114, 2586, 1092, 5563]",True,True,True,True,,,,,,,,Original,both
100-1364,DACONIL ACTION,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,166141,"AQUATIC INVERTEBRATES, FISH, WILDLIFE",TURF,True,DACONIL_ACTION_100-1364_PRIMARY_LABEL_591397.pdf,47035.0,"[1316, 2466, 3007, 4177, 3362, 3363, 3372, 3632, 2546, 2139, 1933, 3318, 1362, 3453, 509, 6394]",True,True,True,True,,,,,,,,Original,both
100-1374,VIBRANCE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,185155,FISH,SEED TREATMENT,True,VIBRANCE_100-1374_PRIMARY_LABEL_566294.pdf,41971.0,"[1332, 1584, 2118, 2299, 2602, 2652, 2511, 2291, 2623, 2687, 2295, 820, 924, 945, 1440, 2533, 1412, 8129]",True,True,False,True,,,,,,,,Original,both
100-1378,HEADWAY G,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Solid,165219,"AQUATIC INVERTEBRATES, FISH",TURF,True,HEADWAY_G_100-1378_PRIMARY_LABEL_569576.pdf,25608.0,"[1187, 3222, 4889, 4808, 4129, 2924, 2800, 1313]",True,True,True,True,,,,,,,,Original,ag
100-1382,VIBRANCE EXTREME,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,False,Liquid,185156,"AQUATIC INVERTEBRATES, BIRDS, FISH",SEED TREATMENT,True,VIBRANCE_EXTREME_100-1382_PRIMARY_LABEL_545416.pdf,28336.0,"[1196, 2353, 3356, 3205, 2967, 2377, 996, 1058, 2680, 2540, 5142]",True,True,True,True,,,,,,,,Original,both
100-1383,CRUISERMAXX VIBRANCE CEREALS (RESTRICTED USE AS OF 1/1/2023),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",False,Liquid,185157,"AQUATIC INVERTEBRATES, BEES, BIRDS, FISH, WILDLIFE",SEED TREATMENT,True,CRUISERMAXX_VIBRANCE_CEREALS_(RESTRICTED_USE_AS_OF_1_1_2023)_100-1383_PRIMARY_LABEL_548184.pdf,34393.0,"[1224, 2394, 2993, 3552, 3932, 2950, 2104, 1292, 958, 1127, 1757, 3739, 448, 5325]",True,True,True,True,,,,,,,,Original,none
100-1385,FLEXSTAR GT 3.5,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,HERBICIDE,False,Liquid,159748,NONE,AGRICULTURAL,True,FLEXSTAR_GT_3.5_100-1385_PRIMARY_LABEL_568435.pdf,73134.0,"[934, 1823, 2863, 2304, 2987, 3211, 2207, 2770, 2740, 3119, 2211, 1118, 2022, 461, 984, 776, 985, 1430, 694, 758, 1352, 1453, 1464, 1665, 1323, 2526, 3375, 1289, 3177, 2119, 2471, 3287, 2416, 7342]",True,True,True,True,,,,,,,,Original,both
