Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,is_PDF_downloaded,pdf_filename
100-1318,"DURIVO (NO SALE, USE. DISTRIBUTION IN NASSAU, SUFFOLK, KINGS, & QUEENS COUNTIES) (NYS BUFFER ZONES)                                                                ",100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,"DURIVO_(NO_SALE,_USE._DISTRIBUTION_IN_NASSAU,_SUFFOLK,_KINGS,_and_QUEENS_COUNTIES)_(NYS_BUFFER_ZONES)_100-1318_PRIMARY_LABEL_541640.pdf"
100-1319,"VOLIAM FLEXI INSECTICIDE (NO LONG ISLAND, NO USE WITHIN 100 FEET OF WATER, NO AERIAL USE) (2EE - BROWN MARMORATED STINK BUG)",100,REGISTERED,29647,CLOSED,2EE,2013-03-19,,INSECTICIDE,TRUE,"VOLIAM_FLEXI_INSECTICIDE_(NO_LONG_ISLAND,_NO_USE_WITHIN_100_FEET_OF_WATER,_NO_AERIAL_USE)_(2EE_-_BROWN_MARMORATED_STINK_BUG)_100-1319_PRIMARY_LABEL_536299.pdf"
100-1319,VOLIAM FLEXI (NO Li Use) (NO USE WITHIN 100 FEET OF WATER) (NO AERIAL USE),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,VOLIAM_FLEXI_(NO_Li_Use)_(NO_USE_WITHIN_100_FEET_OF_WATER)_(NO_AERIAL_USE)_100-1319_PRIMARY_LABEL_537750.pdf
100-1323,HERITAGE G,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,HERITAGE_G_100-1323_PRIMARY_LABEL_544858.pdf
100-1324,QUILT XCEL FUNGICIDE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,QUILT_XCEL_FUNGICIDE_100-1324_PRIMARY_LABEL_583161.pdf
100-1324,AFRAME PLUS,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,AFRAME_PLUS_100-1324_PRIMARY_LABEL_583160.pdf
100-1326,BANNER MAXX II,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,BANNER_MAXX_II_100-1326_PRIMARY_LABEL_543062.pdf
100-1326,BANNER MAXX II (2EE - BROWN RING PATCH & RHIZOCTONIA LEAF AND SHEATH SPOT),100,REGISTERED,18777,CLOSED,2EE,2010-06-11,,FUNGICIDE,TRUE,BANNER_MAXX_II_(2EE_-_BROWN_RING_PATCH_and_RHIZOCTONIA_LEAF_AND_SHEATH_SPOT)_100-1326_PRIMARY_LABEL_522950.pdf
100-1328,"PALLADIUM (IN NASSAU & SUFFOLK COUNTIES IN NYS, USE LIMITED TO ORNAMENTALS IN GREENHOUSES, LATH, AND SHADEHOUSES) [RESTRICTED USE AS OF 12/31/2015]",100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,"PALLADIUM_(IN_NASSAU_and_SUFFOLK_COUNTIES_IN_NYS,_USE_LIMITED_TO_ORNAMENTALS_IN_GREENHOUSES,_LATH,_AND_SHADEHOUSES)_[RESTRICTED_USE_AS_OF_12_31_2015]_100-1328_PRIMARY_LABEL_588097.pdf"
100-1347,CONCERT II,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,CONCERT_II_100-1347_PRIMARY_LABEL_546508.pdf
100-1347,CONCERT II (FUNGICIDE) (2EE - BROWN RING PATCH)                                             ,100,REGISTERED,21821,CLOSED,2EE,2011-04-18,,FUNGICIDE,TRUE,CONCERT_II_(FUNGICIDE)_(2EE_-_BROWN_RING_PATCH)_100-1347_PRIMARY_LABEL_526595.pdf
100-1350,AGRI-FLEX MITICIDE/INSECTICIDE (NO LI) (NYS MAX RATE 0.172 LB AI/A ON POME FRUIT) (NO AERIAL APP IN NY),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"INSECTICIDE, MITICIDE",TRUE,AGRI-FLEX_MITICIDE_INSECTICIDE_(NO_LI)_(NYS_MAX_RATE_0.172_LB_AI_A_ON_POME_FRUIT)_(NO_AERIAL_APP_IN_NY)_100-1350_PRIMARY_LABEL_546032.pdf
100-1351,AGRI-MEK SC MITICIDE-INSECTICIDE (NO AERIAL APPLICATION IN NYS) (2EE - CYCLAMEN MITE),100,REGISTERED,37796,CLOSED,2EE,2016-05-24,,INSECTICIDE,TRUE,AGRI-MEK_SC_MITICIDE-INSECTICIDE_(NO_AERIAL_APPLICATION_IN_NYS)_(2EE_-_CYCLAMEN_MITE)_100-1351_PRIMARY_LABEL_545539.pdf
100-1351,AGRI-MEK SC MITICIDE-INSECTICIDE (NO AERIAL APPLICATION IN NYS) (RESPIRATOR required for greenhouse uses),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"INSECTICIDE, MITICIDE",TRUE,AGRI-MEK_SC_MITICIDE-INSECTICIDE_(NO_AERIAL_APPLICATION_IN_NYS)_(RESPIRATOR_required_for_greenhouse_uses)_100-1351_PRIMARY_LABEL_574318.pdf
100-1352,MAXIM QUATTRO,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,MAXIM_QUATTRO_100-1352_PRIMARY_LABEL_527161.pdf
100-1353,AVICTA DUO 250 CORN (2EE - TANK MIX WITH MAXIM QUATTRO),100,DISCONTINUED,22268,CLOSED,2EE,2011-06-07,,"INSECTICIDE, NEMATICIDE",TRUE,AVICTA_DUO_250_CORN_(2EE_-_TANK_MIX_WITH_MAXIM_QUATTRO)_100-1353_PRIMARY_LABEL_527161.pdf
100-1353,AVICTA DUO 250 CORN,100,DISCONTINUED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"INSECTICIDE, NEMATICIDE",TRUE,AVICTA_DUO_250_CORN_100-1353_PRIMARY_LABEL_552680.pdf
100-1359,"CALLISTO XTRA (NOT FOR SALE, USE OR DISTRIBUTION IN NASSAU & SUFFOLK COUNTIES)",100,REGISTERED,1303931,CLOSED,ROUTINE,2025-07-22,KATHERINE HETTER,HERBICIDE,TRUE,"CALLISTO_XTRA_(NOT_FOR_SALE,_USE_OR_DISTRIBUTION_IN_NASSAU_and_SUFFOLK_COUNTIES)_100-1359_PRIMARY_LABEL_601698.pdf"
100-1364,DACONIL ACTION (2EE - PYTHIUM BLIGHT AND BACTERIAL WILT),100,REGISTERED,23951,CLOSED,2EE,2012-01-04,,FUNGICIDE,TRUE,DACONIL_ACTION_(2EE_-_PYTHIUM_BLIGHT_AND_BACTERIAL_WILT)_100-1364_PRIMARY_LABEL_529695.pdf
100-1364,DACONIL ACTION,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,DACONIL_ACTION_100-1364_PRIMARY_LABEL_591397.pdf
100-1364,DACONIL ACTION (2EE - DOLLAR SPOT),100,REGISTERED,24665,CLOSED,2EE,2012-02-10,,FUNGICIDE,TRUE,DACONIL_ACTION_(2EE_-_DOLLAR_SPOT)_100-1364_PRIMARY_LABEL_530577.pdf
100-1374,VIBRANCE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,VIBRANCE_100-1374_PRIMARY_LABEL_566294.pdf
100-1378,HEADWAY G,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,HEADWAY_G_100-1378_PRIMARY_LABEL_569576.pdf
100-1382,VIBRANCE EXTREME,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,VIBRANCE_EXTREME_100-1382_PRIMARY_LABEL_545416.pdf
100-1383,CRUISERMAXX VIBRANCE CEREALS (RESTRICTED USE AS OF 1/1/2023),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",TRUE,CRUISERMAXX_VIBRANCE_CEREALS_(RESTRICTED_USE_AS_OF_1_1_2023)_100-1383_PRIMARY_LABEL_548184.pdf
100-1385,FLEXSTAR GT 3.5,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,HERBICIDE,TRUE,FLEXSTAR_GT_3.5_100-1385_PRIMARY_LABEL_568435.pdf
100-1388,MICORA,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,MICORA_100-1388_PRIMARY_LABEL_542315.pdf
100-1402,"BESIEGE INSECTICIDE (NO NASSAU, SUFFOLK, KINGS, OR QUEENS COUNTIES, NY) (NO AERIAL) (100' BUFFER TO ANY WATERBODY)",100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,"BESIEGE_INSECTICIDE_(NO_NASSAU,_SUFFOLK,_KINGS,_OR_QUEENS_COUNTIES,_NY)_(NO_AERIAL)_(100'_BUFFER_TO_ANY_WATERBODY)_100-1402_PRIMARY_LABEL_575447.pdf"
100-1405,AVICTA COMPLETE CORN 250,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE, NEMATICIDE",TRUE,AVICTA_COMPLETE_CORN_250_100-1405_PRIMARY_LABEL_585486.pdf
100-1412,CLARELLE,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,GROWTH REGULATOR,TRUE,CLARELLE_100-1412_PRIMARY_LABEL_574488.pdf
100-1414,LEXAR EZ HERBICIDE (NO USE ON LI),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,HERBICIDE,TRUE,LEXAR_EZ_HERBICIDE_(NO_USE_ON_LI)_100-1414_PRIMARY_LABEL_582627.pdf
100-1420,"FORTENZA (NO SALE, USE OR DISTRIBUTION IN NASSAU AND SUFFOLK COUNTIES)",100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,"FORTENZA_(NO_SALE,_USE_OR_DISTRIBUTION_IN_NASSAU_AND_SUFFOLK_COUNTIES)_100-1420_PRIMARY_LABEL_590650.pdf"
100-1433,BRISKWAY,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,BRISKWAY_100-1433_PRIMARY_LABEL_567194.pdf
100-1434,MEDALLION WDG (LONG ISLAND - ORNAMENTALS IN ENCLOSED STRUCTURES ONLY) (2EE - CYLINDROCLADIUM BLIGHT)  [RESTRICTED USE AS OF 12/31/2015],100,REGISTERED,29326,CLOSED,2EE,2013-07-24,,FUNGICIDE,TRUE,MEDALLION_WDG_(LONG_ISLAND_-_ORNAMENTALS_IN_ENCLOSED_STRUCTURES_ONLY)_(2EE_-_CYLINDROCLADIUM_BLIGHT)__[RESTRICTED_USE_AS_OF_12_31_2015]_100-1434_PRIMARY_LABEL_544049.pdf
100-1434,MEDALLION WDG (LONG ISLAND - ORNAMENTALS IN ENCLOSED STRUCTURES ONLY)  [RESTRICTED AS OF 12/31/2015],100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,MEDALLION_WDG_(LONG_ISLAND_-_ORNAMENTALS_IN_ENCLOSED_STRUCTURES_ONLY)__[RESTRICTED_AS_OF_12_31_2015]_100-1434_PRIMARY_LABEL_583165.pdf
100-1437,TANDEM [INDOOR USE ONLY IN NYS],100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,TANDEM_[INDOOR_USE_ONLY_IN_NYS]_100-1437_PRIMARY_LABEL_580071.pdf
100-1442,LUMAX EZ HERBICIDE (NO USE ON LONG ISLAND),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,HERBICIDE,TRUE,LUMAX_EZ_HERBICIDE_(NO_USE_ON_LONG_ISLAND)_100-1442_PRIMARY_LABEL_587401.pdf
100-1444,CRUISERMAXX POTATO EXTREME (NO NASSAU OR SUFFOLK - SELF-IMPOSED BY SYNGENTA) (RESTRICTED USE AS OF 1/1/2023),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",TRUE,CRUISERMAXX_POTATO_EXTREME_(NO_NASSAU_OR_SUFFOLK_-_SELF-IMPOSED_BY_SYNGENTA)_(RESTRICTED_USE_AS_OF_1_1_2023)_100-1444_PRIMARY_LABEL_566292.pdf
100-1448,"MEDALLION SC (NO SALE, USE, OR DISTRIBUTION IN NASSAU AND SUFFOLK COUNTIES)  [RESTRICTED AS OF 12/31/2015]",100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,"MEDALLION_SC_(NO_SALE,_USE,_OR_DISTRIBUTION_IN_NASSAU_AND_SUFFOLK_COUNTIES)__[RESTRICTED_AS_OF_12_31_2015]_100-1448_PRIMARY_LABEL_584656.pdf"
100-1451,APPEAR,100,DISCONTINUED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,APPEAR_100-1451_PRIMARY_LABEL_539507.pdf
100-1453,STADIUM FUNGICIDE (POST-HARVEST - NO LONG ISLAND PROHIBITION),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,STADIUM_FUNGICIDE_(POST-HARVEST_-_NO_LONG_ISLAND_PROHIBITION)_100-1453_PRIMARY_LABEL_590522.pdf
100-1454,CANNONBALL WG (USE ON LONG ISLAND LIMITED TO ONIONS AND STRAWBERRIES),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,CANNONBALL_WG_(USE_ON_LONG_ISLAND_LIMITED_TO_ONIONS_AND_STRAWBERRIES)_100-1454_PRIMARY_LABEL_583199.pdf
100-1457,AVICTA COMPLETE BEANS 500,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE, NEMATICIDE",TRUE,AVICTA_COMPLETE_BEANS_500_100-1457_PRIMARY_LABEL_550531.pdf
100-1458,"ENDIGO ZCX (NO LI) (MAX APP RATE OF 0.188 LB/AI/ACRE/YR, MAX RATE FOR APPLES IN NY IS 0.172 LBS/AI/ACRE/YR)(25 FT BUFFER TO COASTAL MARSH)",100,REGISTERED,1304762,CLOSED,ROUTINE,2025-08-06,MATTHEW J GOGIS,INSECTICIDE,TRUE,"ENDIGO_ZCX_(NO_LI)_(MAX_APP_RATE_OF_0.188_LB_AI_ACRE_YR,_MAX_RATE_FOR_APPLES_IN_NY_IS_0.172_LBS_AI_ACRE_YR)(25_FT_BUFFER_TO_COASTAL_MARSH)_100-1458_PRIMARY_LABEL_602079.pdf"
100-1465,"OPTOGEN (NO SALE, SALE INTO, DISTRIBUTION AND/OR USE IN NASSAU OR SUFFOLK COUNTIES)",100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,HERBICIDE,TRUE,"OPTOGEN_(NO_SALE,_SALE_INTO,_DISTRIBUTION_AND_OR_USE_IN_NASSAU_OR_SUFFOLK_COUNTIES)_100-1465_PRIMARY_LABEL_593638.pdf"
100-1466,"ACURON HERBICIDE [NO USE IN NASSAU & SUFFOLK COUNTIES, NY]",100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,HERBICIDE,TRUE,"ACURON_HERBICIDE_[NO_USE_IN_NASSAU_and_SUFFOLK_COUNTIES,_NY]_100-1466_PRIMARY_LABEL_580717.pdf"
100-1471,APROVIA FUNGICIDE (NO AERIAL APPLICATION IN NYS),100,REGISTERED,1298566,CLOSED,ROUTINE,2025-04-15,MATTHEW J GOGIS,FUNGICIDE,TRUE,APROVIA_FUNGICIDE_(NO_AERIAL_APPLICATION_IN_NYS)_100-1471_PRIMARY_LABEL_599799.pdf
100-1476,APROVIA TOP FUNGICIDE [No Aerial Application in NYS],100,REGISTERED,1295226,CLOSED,ROUTINE,2025-02-24,MATTHEW J GOGIS,FUNGICIDE,TRUE,APROVIA_TOP_FUNGICIDE_[No_Aerial_Application_in_NYS]_100-1476_PRIMARY_LABEL_598329.pdf
100-1477,cONTEND a,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,cONTEND_a_100-1477_PRIMARY_LABEL_573796.pdf
100-1477,Ascernity,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,Ascernity_100-1477_PRIMARY_LABEL_573795.pdf
100-1479,MURAL [no aerial application in nys],100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,MURAL_[no_aerial_application_in_nys]_100-1479_PRIMARY_LABEL_556249.pdf
100-1480,ELATUS FUNGICIDE [no aerial application in NYS],100,REGISTERED,1291904,CLOSED,ROUTINE,2024-12-20,KATHERINE HETTER,FUNGICIDE,TRUE,ELATUS_FUNGICIDE_[no_aerial_application_in_NYS]_100-1480_PRIMARY_LABEL_597299.pdf
100-1481,ADVION FIRE ANT BAIT (UNRESTRICTED: COMMERICAL LANGUAGE REMOVED 10/24/2014),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,ADVION_FIRE_ANT_BAIT_(UNRESTRICTED:_COMMERICAL_LANGUAGE_REMOVED_10_24_2014)_100-1481_PRIMARY_LABEL_570177.pdf
100-1483,ADVION INSECT GRANULE  [UNRESTRICTED 9/4/2014],100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,ADVION_INSECT_GRANULE__[UNRESTRICTED_9_4_2014]_100-1483_PRIMARY_LABEL_574356.pdf
100-1483,ADVION INSECT GRANULar bait,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,ADVION_INSECT_GRANULAR_BAIT_100-1483_PRIMARY_LABEL_566993.pdf
100-1483,ADVION INSECT GRANULAR BAIT (2ee - turfgrass ant),100,REGISTERED,1284884,CLOSED,2EE,2024-08-14,SHAUN PETERSON,INSECTICIDE,TRUE,ADVION_INSECT_GRANULAR_BAIT_(2ee_-_turfgrass_ant)_100-1483_PRIMARY_LABEL_595025.pdf
100-1484,ADVION COCKROACH GEL BAIT (UNRESTRICTED: COMMERCIAL APPLICATOR ONLY LANGUAGE REMOVED 6/27/14),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,ADVION_COCKROACH_GEL_BAIT_(UNRESTRICTED:_COMMERCIAL_APPLICATOR_ONLY_LANGUAGE_REMOVED_6_27_14)_100-1484_PRIMARY_LABEL_596299.pdf
100-1484,ADVION evolution COCKROACH GEL BAIT,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,ADVION_EVOLUTION_COCKROACH_GEL_BAIT_100-1484_PRIMARY_LABEL_596300.pdf
100-1485,ADVION ANT BAIT ARENA,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,ADVION_ANT_BAIT_ARENA_100-1485_PRIMARY_LABEL_596298.pdf
100-1486,ADVION COCKROACH BAIT ARENA,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,ADVION_COCKROACH_BAIT_ARENA_100-1486_PRIMARY_LABEL_570299.pdf
100-1487,PROVAUNT,100,DISCONTINUED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,PROVAUNT_100-1487_PRIMARY_LABEL_536665.pdf
100-1489,"ACELEPRYN (NO SALE, USE. DISTRIBUTION IN NASSAU, SUFFOLK, KINGS, & QUEENS COUNTIES) (NYS BUFFER ZONES)",100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,"ACELEPRYN_(NO_SALE,_USE._DISTRIBUTION_IN_NASSAU,_SUFFOLK,_KINGS,_and_QUEENS_COUNTIES)_(NYS_BUFFER_ZONES)_100-1489_PRIMARY_LABEL_593025.pdf"
100-1489,"ACELEPRYN (NO SALE, USE. DISTRIBUTION IN NASSAU, SUFFOLK, KINGS, & QUEENS COUNTIES) (NYS BUFFER ZONES) (2EE - UNLABELED PESTS)",100,REGISTERED,1265661,CLOSED,2EE,2023-08-01,SHAUN PETERSON,INSECTICIDE,TRUE,"ACELEPRYN_(NO_SALE,_USE._DISTRIBUTION_IN_NASSAU,_SUFFOLK,_KINGS,_and_QUEENS_COUNTIES)_(NYS_BUFFER_ZONES)_(2EE_-_UNLABELED_PESTS)_100-1489_PRIMARY_LABEL_588406.pdf"
100-1489,"SEARCHER INSECTICIDE (NO SALE, USE. DISTRIBUTION IN NASSAU, SUFFOLK, KINGS, & QUEENS COUNTIES) (NYS BUFFER ZONES)",100,REGISTERED,1300236,CLOSED,ROUTINE,2025-05-13,KATHERINE HETTER,INSECTICIDE,TRUE,"SEARCHER_INSECTICIDE_(NO_SALE,_USE._DISTRIBUTION_IN_NASSAU,_SUFFOLK,_KINGS,_and_QUEENS_COUNTIES)_(NYS_BUFFER_ZONES)_100-1489_PRIMARY_LABEL_600602.pdf"
100-1498,ADVION ANT GEL  (UNRESTRICTED: COMMERCIAL APPLICATOR ONLY LANGUAGE REMOVED 6/27/14),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,ADVION_ANT_GEL__(UNRESTRICTED:_COMMERCIAL_APPLICATOR_ONLY_LANGUAGE_REMOVED_6_27_14)_100-1498_PRIMARY_LABEL_570520.pdf
100-1500,"ACELEPRYN G (NO SALE, USE. DISTRIBUTION IN NASSAU, SUFFOLK, KINGS, & QUEENS COUNTIES) (NYS BUFFER ZONES)",100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,"ACELEPRYN_G_(NO_SALE,_USE._DISTRIBUTION_IN_NASSAU,_SUFFOLK,_KINGS,_and_QUEENS_COUNTIES)_(NYS_BUFFER_ZONES)_100-1500_PRIMARY_LABEL_539980.pdf"
100-1501,ADVION WDG (not for use in treating drywood termites in NYS),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,ADVION_WDG_(not_for_use_in_treating_drywood_termites_in_NYS)_100-1501_PRIMARY_LABEL_575976.pdf
100-1503,"ALTRISET (NO SALE, USE, OR DISTRIBUTION IN NASSAU AND SUFFOLK COUNTIES)",100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,TERMITICIDE,TRUE,"ALTRISET_(NO_SALE,_USE,_OR_DISTRIBUTION_IN_NASSAU_AND_SUFFOLK_COUNTIES)_100-1503_PRIMARY_LABEL_541832.pdf"
100-1505,SCHOLAR EZ,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,SCHOLAR_EZ_100-1505_PRIMARY_LABEL_583139.pdf
100-1508,CRUISERMAXX VIBRANCE (RESTRICTED USE AS OF 1/1/2023),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",TRUE,CRUISERMAXX_VIBRANCE_(RESTRICTED_USE_AS_OF_1_1_2023)_100-1508_PRIMARY_LABEL_566293.pdf
100-1524,CLARIVA PN,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,NEMATICIDE,TRUE,CLARIVA_PN_100-1524_PRIMARY_LABEL_548194.pdf
100-1527,CRUISER VIBRANCE QUATTRO (RESTRICTED USE AS OF 1/1/2023),100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",TRUE,CRUISER_VIBRANCE_QUATTRO_(RESTRICTED_USE_AS_OF_1_1_2023)_100-1527_PRIMARY_LABEL_566294.pdf
100-1529,ACADEMY,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,ACADEMY_100-1529_PRIMARY_LABEL_584741.pdf
100-1531,ROSES AND FLOWERS MUP,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,ROSES_AND_FLOWERS_MUP_100-1531_PRIMARY_LABEL_539747.pdf
100-1533,SEGOVIS,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,SEGOVIS_100-1533_PRIMARY_LABEL_559314.pdf
100-1539,HERITAGE SC,100,REGISTERED,1290655,CLOSED,ROUTINE,2024-11-22,SHAUN PETERSON,FUNGICIDE,TRUE,HERITAGE_SC_100-1539_PRIMARY_LABEL_596778.pdf
100-1539,mika SC,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,mika_SC_100-1539_PRIMARY_LABEL_586244.pdf
100-1540,COMPENDIUM,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,COMPENDIUM_100-1540_PRIMARY_LABEL_589304.pdf
100-1540,Contend B,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,Contend_B_100-1540_PRIMARY_LABEL_546967.pdf
100-1540,CONTEND B (2ee - less than labeled rate),100,REGISTERED,1255101,CLOSED,2EE,2023-01-24,SHAUN PETERSON,FUNGICIDE,TRUE,CONTEND_B_(2ee_-_less_than_labeled_rate)_100-1540_PRIMARY_LABEL_585317.pdf
100-1541,"ZYROX FLY GRANULAR BAIT (NO OUTDOOR SCATTER BAIT USE IN NASSAU, SUFFOLK, KINGS, & QUEENS COUNTIES)",100,DISCONTINUED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,"ZYROX_FLY_GRANULAR_BAIT_(NO_OUTDOOR_SCATTER_BAIT_USE_IN_NASSAU,_SUFFOLK,_KINGS,_and_QUEENS_COUNTIES)_100-1541_PRIMARY_LABEL_590519.pdf"
100-1543,"MAINSPRING GNL (NO OUTDOOR USE IN NASSAU & SUFFOLK COUNTIES, NY)                              ",100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,TRUE,"MAINSPRING_GNL_(NO_OUTDOOR_USE_IN_NASSAU_and_SUFFOLK_COUNTIES,_NY)_100-1543_PRIMARY_LABEL_590760.pdf"
100-1550,HERITAGE ACTION,100,REGISTERED,1288082,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,FUNGICIDE,TRUE,HERITAGE_ACTION_100-1550_PRIMARY_LABEL_582376.pdf
