Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,is_PDF_downloaded,concat_sub,lookup
8848-53,BLACK JACK BEDBUG & FLEA KILLER SPRAY,8848,REGISTERED,1282646,CLOSED,ROUTINE,2024-09-05,JYOTHI MURUNDI,INSECTICIDE,False,blackjackbedbugfleakillerspray8848-53,FALSE
8848-65,BLACK JACK HOUSEHOLD INDOOR FOGGER,8848,REGISTERED,1282646,CLOSED,ROUTINE,2024-09-05,JYOTHI MURUNDI,INSECTICIDE,False,blackjackhouseholdindoorfogger8848-65,FALSE
8848-73,BUG-GO BEDBUG & FLEA KILLER SPRAY,8848,REGISTERED,1282646,CLOSED,ROUTINE,2024-09-05,JYOTHI MURUNDI,INSECTICIDE,False,bug-gobedbugfleakillerspray8848-73,FALSE
8848-73,BLACK JACK Roach & Ant Killer III (Original Scent),8848,REGISTERED,1282646,CLOSED,ROUTINE,2024-09-05,JYOTHI MURUNDI,INSECTICIDE,False,blackjackroachantkilleriii(originalscent)8848-73,FALSE
8848-73,BLACK JACK Roach & Ant Killer III (Cherry Scent),8848,REGISTERED,1282646,CLOSED,ROUTINE,2024-09-05,JYOTHI MURUNDI,INSECTICIDE,False,blackjackroachantkilleriii(cherryscent)8848-73,FALSE
8848-73,BLACK JACK PREMIUM INSECT REPELLENT TREATMENT FOR CLOTHING & GEAR,8848,REGISTERED,1282646,CLOSED,ROUTINE,2024-09-05,JYOTHI MURUNDI,REPELLENT,False,blackjackpremiuminsectrepellenttreatmentforclothinggear8848-73,FALSE
8848-73,BLACK JACK Roach & Ant Killer III (lavender Scent),8848,REGISTERED,1282646,CLOSED,ROUTINE,2024-09-05,JYOTHI MURUNDI,INSECTICIDE,False,blackjackroachantkilleriii(lavenderscent)8848-73,FALSE
8848-73,BLACK JACK Roach & Ant Killer III (pine Scent),8848,REGISTERED,1282646,CLOSED,ROUTINE,2024-09-05,JYOTHI MURUNDI,INSECTICIDE,False,blackjackroachantkilleriii(pinescent)8848-73,FALSE
8848-73,BLACK JACK Roach & Ant Killer III (lemon Scent),8848,REGISTERED,1282646,CLOSED,ROUTINE,2024-09-05,JYOTHI MURUNDI,INSECTICIDE,False,blackjackroachantkilleriii(lemonscent)8848-73,FALSE
6836-340-8856,SPRAYWAY ALL PURPOSE CLEANER WIPES (fresh scent),8856,DISCONTINUED,1282711,CLOSED,ROUTINE,2024-07-22,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,spraywayallpurposecleanerwipes(freshscent)6836-340-8856,FALSE
706-110-8856,DON'T LET THE BEDBUGS BITE! GOOD NIGHT,8856,REGISTERED,1282711,CLOSED,ROUTINE,2024-07-22,JYOTHI MURUNDI,INSECTICIDE,False,don'tletthebedbugsbite!goodnight706-110-8856,FALSE
88613-1,KB Roach Bait Gel,88613,REGISTERED,1302919,CLOSED,ROUTINE,2025-07-08,JYOTHI MURUNDI,INSECTICIDE,False,kbroachbaitgel88613-1,FALSE
88664-1,NoFly WP,88664,REGISTERED,1302959,CLOSED,ROUTINE,2025-08-01,JYOTHI MURUNDI,INSECTICIDE,False,noflywp88664-1,FALSE
87235-2-88689,EZ Block - Bromadiolone All Weather Bait Block,88689,REGISTERED,1277777,CLOSED,ROUTINE,2024-04-15,JYOTHI MURUNDI,RODENTICIDE,False,ezblock-bromadioloneallweatherbaitblock87235-2-88689,FALSE
88714-3,K-BROM 40,88714,REGISTERED,1288145,CLOSED,ROUTINE,2024-11-04,JYOTHI MURUNDI,"ALGAECIDE, ANTIMICROBIAL, DISINFECTANT, MOLLUSCICIDE, SANITIZER",False,k-brom4088714-3,FALSE
88760-1,CIRKIL RTU,88760,REGISTERED,1282672,CLOSED,ROUTINE,2024-08-14,JYOTHI MURUNDI,INSECTICIDE,False,cirkilrtu88760-1,FALSE
88760-1,CIRKIL RTU (2EE - METHOD OF APPLICATION),88760,REGISTERED,33107,CLOSED,2EE,2014-10-20,,INSECTICIDE,False,cirkilrtu(2ee-methodofapplication)88760-1,FALSE
88760-10,socoro,88760,REGISTERED,1282672,CLOSED,ROUTINE,2024-08-14,JYOTHI MURUNDI,"FUNGICIDE, INSECTICIDE, MITICIDE, NEMATICIDE",False,socoro88760-10,FALSE
88760-10,Rango,88760,REGISTERED,1282672,CLOSED,ROUTINE,2024-08-14,JYOTHI MURUNDI,"FUNGICIDE, INSECTICIDE, MITICIDE",False,rango88760-10,FALSE
88760-7,CIRIKIL VAPROPAd ELECTRONIC & CLUTTER TREATMENT,88760,REGISTERED,1282672,CLOSED,ROUTINE,2024-08-14,JYOTHI MURUNDI,"INSECTICIDE, MITICIDE",False,cirikilvapropadelectroniccluttertreatment88760-7,FALSE
71512-22-88783,KENJA 400SC FUNGICIDE (APPLICATION RATE LIMITED IN NY),88783,REGISTERED,1310742,CLOSED,ROUTINE,2025-11-10,SHAUN PETERSON,FUNGICIDE,False,kenja400scfungicide(applicationratelimitedinny)71512-22-88783,FALSE
71512-29-88783,Shieldex 400SC Herbicide,88783,REGISTERED,1301144,CLOSED,ROUTINE,2025-05-28,KATHERINE HETTER,HERBICIDE,False,shieldex400scherbicide71512-29-88783,FALSE
71512-3-88783,RANMAN 400SC FUNGICIDE,88783,REGISTERED,1277690,CLOSED,ROUTINE,2024-06-14,KATHERINE HETTER,FUNGICIDE,False,ranman400scfungicide71512-3-88783,FALSE
71512-31-88783,FERVENT 475SC FUNGICIDE (no aerial app in nys),88783,REGISTERED,1277690,CLOSED,ROUTINE,2024-06-14,KATHERINE HETTER,FUNGICIDE,False,fervent475scfungicide(noaerialappinnys)71512-31-88783,FALSE
89118-10,AVERLAND FC (NO AERIAL APPLICATION IN NYS),89118,REGISTERED,1277712,CLOSED,ROUTINE,2024-05-22,JYOTHI MURUNDI,"INSECTICIDE, MITICIDE, NEMATICIDE",False,averlfc(noaerialapplicationinnys)89118-10,FALSE
89118-11,AZTEROID FC 3.3 (2ee - method of application),89118,REGISTERED,1274768,CLOSED,2EE,2024-01-29,SHAUN PETERSON,FUNGICIDE,False,azteroidfc3.3(2ee-methodofapplication)89118-11,FALSE
89118-11,AZteroid FC 3.3,89118,REGISTERED,1287389,CLOSED,ROUTINE,2024-09-30,JYOTHI MURUNDI,FUNGICIDE,False,azteroidfc3.389118-11,FALSE
89118-14,azterknot,89118,REGISTERED,1277712,CLOSED,ROUTINE,2024-05-22,JYOTHI MURUNDI,FUNGICIDE,False,azterknot89118-14,FALSE
89118-16,Viloprid 4,89118,REGISTERED,1280614,CLOSED,ROUTINE,2024-05-28,MATTHEW J GOGIS,INSECTICIDE,False,viloprid489118-16,FALSE
89118-17,Phobos FC,89118,REGISTERED,1299436,CLOSED,ROUTINE,2025-05-02,MATTHEW J GOGIS,FUNGICIDE,False,phobosfc89118-17,FALSE
89118-2,BIFENDER FC INSECTICIDE (NO USE ON GOLF COURSES OR SOD FARMS IN NASSAU & SUFFOLK COUNTIES)(NYS SPECIFIC LANGUAGE) (NO USE WITHIN 100 FT OF WATER BODY IN NY),89118,REGISTERED,1299488,CLOSED,ROUTINE,2025-04-28,JYOTHI MURUNDI,INSECTICIDE,False,bifenderfcinsecticide(nouseongolfcoursesorsodfarmsinnassausuffolkcounties)(nysspecificlanguage)(nousewithin100ftofwaterbodyinny)89118-2,FALSE
89118-2,BIFENDER FC INSECTICIDE (no app to sod farms in ny)(buffer to coastal marsh in ny),89118,DISCONTINUED,1299192,CLOSED,ROUTINE,2025-04-28,JYOTHI MURUNDI,INSECTICIDE,False,bifenderfcinsecticide(noapptosodfarmsinny)(buffertocoastalmarshinny)89118-2,FALSE
89118-3,azteroid fc Fungicide,89118,DISCONTINUED,1277712,CLOSED,ROUTINE,2024-05-22,JYOTHI MURUNDI,FUNGICIDE,False,azteroidfcfungicide89118-3,FALSE
89118-9,viloprid fc 1.7,89118,REGISTERED,1277712,CLOSED,ROUTINE,2024-05-22,JYOTHI MURUNDI,INSECTICIDE,False,vilopridfc1.789118-9,FALSE
10324-105-89129,MULTIPURPOSE DISINFECTANT CLEANER,89129,REGISTERED,1282710,CLOSED,ROUTINE,2024-08-22,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,multipurposedisinfectantcleaner10324-105-89129,FALSE
10324-155-89129,MULTIPURPOSE DISINFECTANT CLEANER,89129,REGISTERED,1299118,CLOSED,ROUTINE,2025-04-24,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,multipurposedisinfectantcleaner10324-155-89129,FALSE
6836-266-89129,SINK SANITIZER,89129,REGISTERED,1296472,CLOSED,ROUTINE,2025-03-16,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,sinksanitizer6836-266-89129,FALSE
6836-302-89129,HARD SURFACE SANITIZER,89129,REGISTERED,1296469,CLOSED,ROUTINE,2025-03-16,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,hardsurfacesanitizer6836-302-89129,FALSE
89140-1,ORKINTHERM PRO,89140,REGISTERED,1273391,CLOSED,ROUTINE,2024-03-13,KATHERINE HETTER,INSECTICIDE,False,orkinthermpro89140-1,FALSE
89140-1,T.A.P,89140,REGISTERED,1273391,CLOSED,ROUTINE,2024-03-13,KATHERINE HETTER,INSECTICIDE,False,t.a.p89140-1,FALSE
89152-4,ECOWORKS EC,89152,REGISTERED,1282789,CLOSED,ROUTINE,2024-08-14,JYOTHI MURUNDI,"FUNGICIDE, INSECTICIDE, MITICIDE, NEMATICIDE",False,ecoworksec89152-4,FALSE
89160-2,MICROBECARE ANTIMICROBIAL,89160,REGISTERED,1282709,CLOSED,ROUTINE,2024-08-26,KATHERINE HETTER,"ALGAECIDE, ANTIMICROBIAL, MILDEWSTATIC",False,microbecareantimicrobial89160-2,FALSE
8917-2,X17 LATE BLIGHT PROTECTION,8917,REGISTERED,1277751,CLOSED,ROUTINE,2024-06-20,JYOTHI MURUNDI,"FUNGICIDE, PIP (PLANT INCORPORATED PROTECTANT)",False,x17lateblightprotection8917-2,FALSE
8917-3,Y9 LATE BLIGHT PROTECTION,8917,REGISTERED,1277751,CLOSED,ROUTINE,2024-06-20,JYOTHI MURUNDI,"FUNGICIDE, PIP (PLANT INCORPORATED PROTECTANT)",False,y9lateblightprotection8917-3,FALSE
8917-4,Z6 late blight protection,8917,REGISTERED,1277751,CLOSED,ROUTINE,2024-06-20,JYOTHI MURUNDI,"FUNGICIDE, PIP (PLANT INCORPORATED PROTECTANT)",False,z6lateblightprotection8917-4,FALSE
89186-1,Aprehend,89186,REGISTERED,1282788,CLOSED,ROUTINE,2024-08-05,JYOTHI MURUNDI,INSECTICIDE,False,aprehend89186-1,FALSE
89195-1,CHLORINATING TABLETS,89195,REGISTERED,1292503,CLOSED,ROUTINE,2025-02-06,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,chlorinatingtablets89195-1,FALSE
89333-1,FORTUNA 75 WDG FUNGICIDE,89333,REGISTERED,1273447,CLOSED,ROUTINE,2024-02-23,JYOTHI MURUNDI,FUNGICIDE,False,fortuna75wdgfungicide89333-1,FALSE
87508-3-89334,PROKURE V,89334,REGISTERED,1308626,IN REVIEW,ROUTINE,2025-11-12,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,prokurev87508-3-89334,FALSE
57538-13-89391,Arrive Plus,89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,GROWTH REGULATOR,False,arriveplus57538-13-89391,FALSE
71368-115-89391,varsity d,89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,HERBICIDE,False,varsityd71368-115-89391,FALSE
7969-137-89391,veritas lv,89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,HERBICIDE,False,veritaslv7969-137-89391,FALSE
83100-48-89391,VILLAIN [NO USE IN NASSAU & SUFFOLK COUNTIES],89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,HERBICIDE,False,villain[nouseinnassausuffolkcounties]83100-48-89391,FALSE
87290-55-89391,CIVIC 3ME,89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,HERBICIDE,False,civic3me87290-55-89391,FALSE
89167-19-89391,"VISOR BROADCROP (NOT FOR SALE, USE. OR DISTRIBTUION IN NASSAU & SUFFOLK COUNTIES, NY) (no aerial application)",89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,HERBICIDE,False,"visorbroadcrop(notforsale,use.ordistribtuioninnassausuffolkcounties,ny)(noaerialapplication)89167-19-89391",FALSE
89167-20-89391,"VISOR CRN (NO SALE, USE, OR DISTRIBUTION IN NASSAU & SUFFOLK  COUNTIES, NY) (no aerial application)",89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,HERBICIDE,False,"visorcrn(nosale,use,ordistributioninnassausuffolkcounties,ny)(noaerialapplication)89167-20-89391",FALSE
89167-24-89391,devour,89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,"DEFOLIANT, HERBICIDE",False,devour89167-24-89391,FALSE
89167-27-89391,Livid 90 Prill,89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,INSECTICIDE,False,livid90prill89167-27-89391,FALSE
89167-29-89391,pavilion 3.3 ec herbicide,89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,HERBICIDE,False,pavilion3.3echerbicide89167-29-89391,FALSE
89167-38-89391,"ATRA-V 4L (no sale, use or distribution in nassau or suffolk counties)",89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,HERBICIDE,False,"atra-v4l(nosale,useordistributioninnassauorsuffolkcounties)89167-38-89391",FALSE
89167-39-89391,Trevo,89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,FUNGICIDE,False,trevo89167-39-89391,FALSE
89167-40-89391,"VISOR S-MOC (NO SALE, USE OR DISTRIBUTION IN NASSAU & SUFFOLK COUNTIES)",89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,HERBICIDE,False,"visors-moc(nosale,useordistributioninnassausuffolkcounties)89167-40-89391",FALSE
89167-41-89391,"VISOR S-MOC ATZ (NO SALE, USE, OR DISTRIBUTION IN NASSAU & SUFFOLK  COUNTIES, NY)",89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,HERBICIDE,False,"visors-mocatz(nosale,use,ordistributioninnassausuffolkcounties,ny)89167-41-89391",FALSE
89167-42-89391,"VISOR S-MOC II (NO SALE, USE, OR DISTRIBUTION IN NASSAU & SUFFOLK  COUNTIES, NY)",89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,HERBICIDE,False,"visors-mocii(nosale,use,ordistributioninnassausuffolkcounties,ny)89167-42-89391",FALSE
89167-47-89391,ENVY SIX MAX,89391,REGISTERED,1299439,CLOSED,ROUTINE,2025-05-02,MATTHEW J GOGIS,HERBICIDE,False,envysixmax89167-47-89391,FALSE
89167-9-89391,"VISOR ATZ (NOT FOR SALE, USE, OR DISTRIBTION IN NASSAU & SUFFOLK COUNTY, NY)",89391,REGISTERED,1296738,CLOSED,ROUTINE,2025-03-24,KATHERINE HETTER,HERBICIDE,False,"visoratz(notforsale,use,ordistribtioninnassausuffolkcounty,ny)89167-9-89391",FALSE
89168-11-89391,AVATAR S2 [Use limited to 02.5 lb ai/acre/yr. in Nassau & Suffolk Counties],89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,HERBICIDE,False,avatars2[uselimitedto02.5lbaiacreyr.innassausuffolkcounties]89168-11-89391,FALSE
89168-11-89391,AVATAR [li - use LIMITed TO 0.25 LB AI/ACRE/YR],89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,HERBICIDE,False,avatar[li-uselimitedto0.25lbaiacreyr]89168-11-89391,FALSE
89168-14-89391,vigil,89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,FUNGICIDE,False,vigil89168-14-89391,FALSE
89168-16-89391,RAVAGE [nys specific language - 25' vegetated buffer to coastal marshes],89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,INSECTICIDE,False,ravage[nysspecificlanguage-25'vegetatedbuffertocoastalmarshes]89168-16-89391,FALSE
89168-17-89391,ENVY,89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,HERBICIDE,False,envy89168-17-89391,FALSE
89168-19-89391,REVEAL [NO USE ON GOLF COURSES OR SOD FARMS IN NASSAU & SUFFOLK COUNTIES; NYS SPECIFIC BUFFERs],89391,REGISTERED,1302129,CLOSED,ROUTINE,2025-06-19,KATHERINE HETTER,"INSECTICIDE, MITICIDE",False,reveal[nouseongolfcoursesorsodfarmsinnassausuffolkcounties;nysspecificbuffers]89168-19-89391,FALSE
89168-23-89391,REVIZE IMIDA ST (RESTRICTED USE AS OF 1/1/2023),89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,INSECTICIDE,False,revizeimidast(restricteduseasof112023)89168-23-89391,FALSE
89168-23-89391,Provoke,89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,INSECTICIDE,False,provoke89168-23-89391,FALSE
89168-34-89391,AVENGER BOLD S3 [IN NYS NO APPLICATION WITHIN 100' BY GROUND AND 300' BY Air OF COASTAL MARSHES],89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,INSECTICIDE,False,avengerbolds3[innysnoapplicationwithin100'byground300'byairofcoastalmarshes]89168-34-89391,FALSE
89168-42-89391,trevo p,89391,REGISTERED,1282643,CLOSED,ROUTINE,2024-08-23,KATHERINE HETTER,FUNGICIDE,False,trevop89168-42-89391,FALSE
89442-12,QUINCLORAC 1.5L SELECT (SPOT TREATMENT ONLY IN NYS)                                        ,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,HERBICIDE,False,quinclorac1.5lselect(spottreatmentonlyinnys)89442-12,FALSE
89442-14,TM 4.5F SELECT,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,FUNGICIDE,False,tm4.5fselect89442-14,FALSE
89442-17,PROPICONAZOLE 14.3 SELECT,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,FUNGICIDE,False,propiconazole14.3select89442-17,FALSE
89442-21,ARMORTECH ZOXY 2F II,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,FUNGICIDE,False,armortechzoxy2fii89442-21,FALSE
89442-21,AZOXY 2SC SELECT,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,FUNGICIDE,False,azoxy2scselect89442-21,FALSE
89442-61,"PROTHIOCONAZOLE 4L SELECT (NOT FOR SALE, DISTRIBUTION AND/OR USE IN NASSAU AND SUFFOLK COUNTIES) (REGISTRANT ADDED)",89442,DISCONTINUED,1278114,CLOSED,ROUTINE,2024-04-11,JYOTHI MURUNDI,FUNGICIDE,False,"prothioconazole4lselect(notforsale,distributionoruseinnassausuffolkcounties)(registrantadded)89442-61",FALSE
89442-7,TRIN-PAC SELECT,89442,REGISTERED,1300181,CLOSED,ROUTINE,2025-05-15,KATHERINE HETTER,GROWTH REGULATOR,False,trin-pacselect89442-7,FALSE
89442-7,ARMORTECH PGR 113 II,89442,REGISTERED,1303561,CLOSED,ROUTINE,2025-07-15,MATTHEW J GOGIS,HERBICIDE,False,armortechpgr113ii89442-7,FALSE
89442-70,"ARMORTECH BALATA (NO SALE, USE. DISTRIBUTION IN NASSAU, SUFFOLK, KINGS, & QUEENS COUNTIES) (NYS BUFFER ZONE)",89442,REGISTERED,1296097,CLOSED,ROUTINE,2025-03-12,KATHERINE HETTER,INSECTICIDE,False,"armortechbalata(nosale,use.distributioninnassau,suffolk,kings,queenscounties)(nysbufferzone)89442-70",FALSE
89442-70,"DIAMID T&O (NO SALE, USE. DISTRIBUTION IN NASSAU, SUFFOLK, KINGS, & QUEENS COUNTIES) (NYS BUFFER ZONE)",89442,REGISTERED,1289966,CLOSED,ROUTINE,2024-11-08,MATTHEW J GOGIS,INSECTICIDE,False,"diamidto(nosale,use.distributioninnassau,suffolk,kings,queenscounties)(nysbufferzone)89442-70",FALSE
89442-73,PENDI MICROCAP,89442,REGISTERED,1296646,CLOSED,ROUTINE,2025-03-21,MATTHEW J GOGIS,HERBICIDE,False,pendimicrocap89442-73,FALSE
89442-8,FOSAL SELECT,89442,DISCONTINUED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,"ANTIMICROBIAL, FUNGICIDE",False,fosalselect89442-8,FALSE
89442-9,CHLOROTHALONIL 720 SELECT,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,"ALGAECIDE, FUNGICIDE",False,chlorothalonil720select89442-9,FALSE
2596-84-89459,ZODIAC FLEA & TICK COLLAR FOR DOGS (SMALL),89459,REGISTERED,1292353,CLOSED,ROUTINE,2025-01-08,JYOTHI MURUNDI,"INSECTICIDE, REPELLENT",False,zodiacfleatickcollarfordogs(small)2596-84-89459,FALSE
270-302-89459,FARNAM GRAND CHAMPION FLY REPELLENT,89459,DISCONTINUED,1292353,CLOSED,ROUTINE,2025-01-08,JYOTHI MURUNDI,"INSECTICIDE, REPELLENT",False,farnamgrchampionflyrepellent270-302-89459,FALSE
2724-840-89459,ALTOSID IGR MANUFACTURING USE PRODUCT 2%,89459,REGISTERED,1292353,CLOSED,ROUTINE,2025-01-08,JYOTHI MURUNDI,GROWTH REGULATOR,False,altosidigrmanufacturinguseproduct2%2724-840-89459,FALSE
61282-75-89459,Farnam just one bite ex bait blocks,89459,REGISTERED,1292353,CLOSED,ROUTINE,2025-01-08,JYOTHI MURUNDI,RODENTICIDE,False,farnamjustonebiteexbaitblocks61282-75-89459,FALSE
6836-348-89900,"TRUSHOT 2.0 MOBILE CONCENTRATE CLEANING SYSTEM COMBO PACK (contains TRUSHOT 2.0 MULTI-SURFACE, RESTROOM CLEANER & DISINFECTANT)",89900,REGISTERED,1297819,CLOSED,ROUTINE,2025-04-04,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,"trushot2.0mobileconcentratecleaningsystemcombopack(containstrushot2.0multi-surface,restroomcleanerdisinfectant)6836-348-89900",FALSE
73342-2-90098,amdro ant killer for outdoor home perimeter,90098,REGISTERED,1273308,CLOSED,ROUTINE,2024-02-12,KATHERINE HETTER,INSECTICIDE,False,amdroantkillerforoutdoorhomeperimeter73342-2-90098,FALSE
90780-1,"TOMCAT MOUSE KILLER CHILD RESISTANT, REFILLABLE STATION                                                   ",90780,REGISTERED,1308544,CLOSED,ROUTINE,2025-10-13,JYOTHI MURUNDI,RODENTICIDE,False,"tomcatmousekillerchildresistant,refillablestation90780-1",FALSE
90780-12,TOMCAT RAT & MOUSE KILLER REFILLABLE ROCKSCAPE BAIT STATION,90780,REGISTERED,1308544,CLOSED,ROUTINE,2025-10-13,JYOTHI MURUNDI,RODENTICIDE,False,tomcatratmousekillerrefillablerockscapebaitstation90780-12,FALSE
90780-5,"TOMCAT MOUSE KILLER E CHILD RESISTANT, REFILLABLE STATION",90780,REGISTERED,1308544,CLOSED,ROUTINE,2025-10-13,JYOTHI MURUNDI,RODENTICIDE,False,"tomcatmousekillerechildresistant,refillablestation90780-5",FALSE
90780-7,"TOMCAT MOUSE KILLER CHILD RESISTANT, DISPOSABLE STATION",90780,REGISTERED,1308544,CLOSED,ROUTINE,2025-10-13,JYOTHI MURUNDI,RODENTICIDE,False,"tomcatmousekillerchildresistant,disposablestation90780-7",FALSE
2596-165-91019,PETPREVEA plus FOR DOGS (89-132 LBS),91019,REGISTERED,1288111,CLOSED,ROUTINE,2024-10-29,JYOTHI MURUNDI,INSECTICIDE,False,petpreveaplusfordogs(89-132lbs)2596-165-91019,FALSE
2596-165-91019,petprevea plus for dogs (23-44 lbs),91019,REGISTERED,1288111,CLOSED,ROUTINE,2024-10-29,JYOTHI MURUNDI,INSECTICIDE,False,petpreveaplusfordogs(23-44lbs)2596-165-91019,FALSE
67702-15-91161,WHITNEY FARMS 3-IN-1 ROSE & FLOWER CARE 1,91161,DISCONTINUED,1302874,CLOSED,ROUTINE,2025-07-14,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE, MITICIDE",False,whitneyfarms3-in-1roseflowercare167702-15-91161,FALSE
67702-3-91161,WHITNEY FARMS SLUG & SNAIL KILLER 1,91161,DISCONTINUED,1302874,CLOSED,ROUTINE,2025-07-14,KATHERINE HETTER,MOLLUSCICIDE,False,whitneyfarmsslugsnailkiller167702-3-91161,FALSE
91234-112,DORnIC 720 F,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,FUNGICIDE,False,dornic720f91234-112,FALSE
91234-262,gunner 14.3 MEc fungicide,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,FUNGICIDE,False,gunner14.3mecfungicide91234-262,FALSE
91234-264,Fraxel PSP Insecticide,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,fraxelpspinsecticide91234-264,FALSE
91234-268,ESTROY,91234,REGISTERED,1306226,CLOSED,ROUTINE,2025-09-02,KATHERINE HETTER,FUNGICIDE,False,estroy91234-268,FALSE
2596-165-91384,covetrus paramonthly plus for dogs (23-44 lbs),91384,REGISTERED,1308548,CLOSED,ROUTINE,2025-11-10,JYOTHI MURUNDI,INSECTICIDE,False,covetrusparamonthlyplusfordogs(23-44lbs)2596-165-91384,FALSE
2596-165-91384,covetrus paramonthly plus for dogs (5-22 lbs),91384,REGISTERED,1308548,CLOSED,ROUTINE,2025-11-10,JYOTHI MURUNDI,INSECTICIDE,False,covetrusparamonthlyplusfordogs(5-22lbs)2596-165-91384,FALSE
2596-165-91384,covetrus paramonthly plus for dogs (45-88 lbs),91384,REGISTERED,1308548,CLOSED,ROUTINE,2025-11-10,JYOTHI MURUNDI,INSECTICIDE,False,covetrusparamonthlyplusfordogs(45-88lbs)2596-165-91384,FALSE
91452-1,LEXX FOOD CONTACT SURFACE SANITIZER & CLEANER CONCENTRATE,91452,REGISTERED,1304243,CLOSED,ROUTINE,2025-07-28,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,lexxfoodcontactsurfacesanitizercleanerconcentrate91452-1,FALSE
71910-13-91561,CRAFTSMAN V20 LITHIUM ION MOSQUITO REPELLENT (includes,91561,REGISTERED,1292533,CLOSED,ROUTINE,2025-02-27,JYOTHI MURUNDI,REPELLENT,False,craftsmanv20lithiumionmosquitorepellent(includes71910-13-91561,FALSE
91586-9,JUSTIFLY POUR ON 5-5,91586,REGISTERED,1297677,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,INSECTICIDE,False,justiflypouron5-591586-9,FALSE
91605-2,INZECTO MOSQUITO TRAP (each trap contains 0.009 lb. pesticide),91605,REGISTERED,1307389,CLOSED,ROUTINE,2025-09-17,KATHERINE HETTER,"INSECTICIDE, MOSQUITO LARVICIDE",False,inzectomosquitotrap(eachtrapcontains0.009lb.pesticide)91605-2,FALSE
