original_target_name,original_crop,original_target_type,source_target_type,new_target_name,new_target_type,new_target_species,source_refined,deployed,main_target_list
Synchytrium,Alfalfa,Disease,Disease,Synchytrium Disease,,Synchytrium spp.,LLM:gpt-5.2,True,False
Take-All,Alfalfa,Disease,Disease,Take-All,,,LLM:gpt-5.2,True,False
Texas Root Rot,Alfalfa,Disease,Disease,Texas Root Rot,,,LLM:gpt-5.2,True,False
Thielaviopsis,Alfalfa,Disease,Disease,Black Root Rot,,Thielaviopsis spp.,LLM:gpt-5.2,True,False
Thielaviopsis (black root rot),Alfalfa,Disease,Disease,Black Root Rot,,Thielaviopsis spp.,LLM:gpt-5.2,True,False
Thielaviopsis basicola,Alfalfa,Disease,Disease,Black Root Rot,,Thielaviopsis spp.,LLM:gpt-5.2,True,False
Threecornered Alfalfa Hopper,Alfalfa,Disease,Insects,Threecornered Alfalfa Hopper,,,LLM:gpt-5.2,True,False
Thrips spp.,Alfalfa,Disease,Insects,Thrips,,,LLM:gpt-5.2,True,False
Trachysphaera,Alfalfa,Disease,Disease,Trachysphaera Disease,,Trachysphaera spp.,LLM:gpt-5.2,True,False
Venturia inaequalis,Alfalfa,Disease,Disease,Apple Scab,,Venturia spp.,LLM:gpt-5.2,True,False
Verticillium,Alfalfa,Disease,Disease,Verticillium Wilt,,Verticillium spp.,LLM:gpt-5.2,True,False
Verticillium Wilt,Alfalfa,Disease,Disease,Verticillium Wilt,,Verticillium spp.,LLM:gpt-5.2,True,False
Verticillium spp.,Alfalfa,Disease,Disease,Verticillium Wilt,,Verticillium spp.,LLM:gpt-5.2,True,False
Webworm spp.,Alfalfa,Disease,Insects,Webworms,,,LLM:gpt-5.2,True,False
White mold/Sclerotinia crown and stem rot,Alfalfa,Disease,Disease,White Mold,,Sclerotinia spp.,LLM:gpt-5.2,True,False
Whitefringed Beetle spp. (Adult),Alfalfa,Disease,Insects,Whitefringed Beetle,,,LLM:gpt-5.2,True,False
Xanthomonas,Alfalfa,Disease,Disease,Bacterial Spot,,Xanthomonas spp.,LLM:gpt-5.2,True,False
Xanthomonas camestris,Alfalfa,Disease,Disease,Bacterial Spot,,Xanthomonas spp.,LLM:gpt-5.2,True,False
Yellow Leaf Blotch,Alfalfa,Disease,Disease,Yellow Leaf Blotch,,,LLM:gpt-5.2,True,False
Yellow leaf blotch (Leptotrichila medicaginis),Alfalfa,Disease,Disease,Yellow Leaf Blotch,,Leptotrichila spp.,LLM:gpt-5.2,True,False
algae,Alfalfa,Disease,Other,,,,,True,False
bacteria,Alfalfa,Disease,Disease,Bacteria,,,LLM:gpt-5.2,True,False
bacterial leaf spots/blights,Alfalfa,Disease,Disease,Bacterial Leaf Spot/Blight,,,LLM:gpt-5.2,True,False
broadleaf weeds,Alfalfa,Disease,Weeds,Broadleaf Weeds,,,LLM:gpt-5.2,True,False
certain soil borne diseases,Alfalfa,Disease,Disease,Soilborne Diseases,,,LLM:gpt-5.2,True,False
decay,Alfalfa,Disease,Disease,Decay,,,LLM:gpt-5.2,True,False
early season Phytophthora protection,Alfalfa,Disease,Disease,Phytophthora Root Rot,,Phytophthora spp.,LLM:gpt-5.2,True,False
foliar pathogens,Alfalfa,Disease,Disease,Foliar Pathogens,,,LLM:gpt-5.2,True,False
fungal leaf spots/blights,Alfalfa,Disease,Disease,Fungal Leaf Spot/Blight,,,LLM:gpt-5.2,True,False
fungi,Alfalfa,Disease,Disease,Fungi,,,LLM:gpt-5.2,True,False
root & crown rots,Alfalfa,Disease,Disease,Root and Crown Rot,,,LLM:gpt-5.2,True,False
sea chalcids,Alfalfa,Disease,Insects,Seed Chalcids,,,LLM:gpt-5.2,True,False
seed-borne fungi,Alfalfa,Disease,Disease,Seedborne Fungi,,,LLM:gpt-5.2,True,False
seedling blight,Alfalfa,Disease,Disease,Seedling Blight,,,LLM:gpt-5.2,True,False
soil-borne fungi,Alfalfa,Disease,Disease,Soilborne Fungi,,,LLM:gpt-5.2,True,False
soil-borne pathogens,Alfalfa,Disease,Disease,Soilborne Pathogens,,,LLM:gpt-5.2,True,False
symphylans,Alfalfa,Disease,Insects,Symphylans,,,LLM:gpt-5.2,True,False
yeast,Alfalfa,Disease,Other,,,,,True,False
Alternaria,Alfalfa,Growth Regulation,Disease,Alternaria Leaf Spot,,Alternaria spp.,LLM:gpt-5.2,True,False
Alternaria Leaf Spot,Alfalfa,Growth Regulation,Disease,Alternaria Leaf Spot,,Alternaria spp.,LLM:gpt-5.2,True,False
Anthracnose,Alfalfa,Growth Regulation,Disease,Anthracnose,,Colletotrichum spp.,LLM:gpt-5.2,True,False
Aphids (all life stages except adult),Alfalfa,Growth Regulation,Insects,Aphids,,,LLM:gpt-5.2,True,False
Bacterial Blast,Alfalfa,Growth Regulation,Disease,Bacterial Blast,,,LLM:gpt-5.2,True,False
Bacterial Spot,Alfalfa,Growth Regulation,Disease,Bacterial Spot,,Xanthomonas spp.,LLM:gpt-5.2,True,False
Blue Mold spp.,Alfalfa,Growth Regulation,Disease,Blue Mold,,,LLM:gpt-5.2,True,False
Borers (all life stages),Alfalfa,Growth Regulation,Insects,Borers,,,LLM:gpt-5.2,True,False
Botrytis,Alfalfa,Growth Regulation,Disease,Botrytis Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,False
Brown Patch,Alfalfa,Growth Regulation,Disease,Brown Patch,,,LLM:gpt-5.2,True,False
Cercospora Leaf Spot,Alfalfa,Growth Regulation,Disease,Cercospora Leaf Spot,,Cercospora spp.,LLM:gpt-5.2,True,False
Cereal Leaf Beetle,Alfalfa,Growth Regulation,Insects,Cereal Leaf Beetle,,,LLM:gpt-5.2,True,False
Charcoal Rot,Alfalfa,Growth Regulation,Disease,Charcoal Rot,,Macrophomina spp.,LLM:gpt-5.2,True,False
Citrus Canker,Alfalfa,Growth Regulation,Disease,Citrus Canker,,,LLM:gpt-5.2,True,False
"Corn Borers (egg, larvae)",Alfalfa,Growth Regulation,Insects,Corn Borers,,,LLM:gpt-5.2,True,False
Corn Ear Worm (all life stages except adult),Alfalfa,Growth Regulation,Insects,Corn Earworm,,,LLM:gpt-5.2,True,False
Corn Root Maggot (all life stages except adult),Alfalfa,Growth Regulation,Insects,Corn Root Maggot,,,LLM:gpt-5.2,True,False
"Corn Root Worm (egg, larvae instars)",Alfalfa,Growth Regulation,Insects,Corn Rootworm,,,LLM:gpt-5.2,True,False
"Crickets (egg, larvae)",Alfalfa,Growth Regulation,Insects,Crickets,,,LLM:gpt-5.2,True,False
Crown Rot,Alfalfa,Growth Regulation,Disease,Crown Rot,,,LLM:gpt-5.2,True,False
Curvularia spp.,Alfalfa,Growth Regulation,Disease,Curvularia Leaf Spot,,Curvularia spp.,LLM:gpt-5.2,True,False
Downy Mildew,Alfalfa,Growth Regulation,Disease,Downy Mildew,,Basidiophora spp.,LLM:gpt-5.2,True,False
Fairy Ring,Alfalfa,Growth Regulation,Disease,Fairy Ring,,,LLM:gpt-5.2,True,False
Fireblight,Alfalfa,Growth Regulation,Disease,Fire Blight,,,LLM:gpt-5.2,True,False
Gall nematode (Anguina spp.),Alfalfa,Growth Regulation,Disease,Gall Nematode,,Anguina spp.,LLM:gpt-5.2,True,False
Garlic and Onion White Rot,Alfalfa,Growth Regulation,Disease,White Rot,,,LLM:gpt-5.2,True,False
Goss Wilt,Alfalfa,Growth Regulation,Disease,Goss's Wilt,,,LLM:gpt-5.2,True,False
"Grasshoppers (egg, nymph)",Alfalfa,Growth Regulation,Insects,Grasshoppers,,,LLM:gpt-5.2,True,False
Gray Leaf Spot,Alfalfa,Growth Regulation,Disease,Gray Leaf Spot,,,LLM:gpt-5.2,True,False
Gray Mold,Alfalfa,Growth Regulation,Disease,Botrytis Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,False
Greasy Spot,Alfalfa,Growth Regulation,Disease,Greasy Spot,,,LLM:gpt-5.2,True,False
Green Cloverworm,Alfalfa,Growth Regulation,Insects,Green Cloverworm,,,LLM:gpt-5.2,True,False
Guava nematode (Meloidogyne spp.),Alfalfa,Growth Regulation,Disease,Root-Knot Nematode,,Meloidogyne spp.,LLM:gpt-5.2,True,False
Hessian Fly,Alfalfa,Growth Regulation,Insects,Hessian Fly,,,LLM:gpt-5.2,True,False
Lance nematode (Hoplolaimus spp.),Alfalfa,Growth Regulation,Disease,Lance Nematode,,Hoplolaimus spp.,LLM:gpt-5.2,True,False
Leaf Spot,Alfalfa,Growth Regulation,Disease,Leaf Spot,,,LLM:gpt-5.2,True,False
Mealy Bugs,Alfalfa,Growth Regulation,Insects,Mealybugs,,,LLM:gpt-5.2,True,False
Melanose,Alfalfa,Growth Regulation,Disease,Melanose,,,LLM:gpt-5.2,True,False
Mexican Bean Beetle,Alfalfa,Growth Regulation,Insects,Mexican Bean Beetle,,,LLM:gpt-5.2,True,False
Mites (all life stages except adult),Alfalfa,Growth Regulation,Insects,Mites,,,LLM:gpt-5.2,True,False
Mummy Berry,Alfalfa,Growth Regulation,Disease,Mummy Berry,,,LLM:gpt-5.2,True,False
Onion Pink Root Rot,Alfalfa,Growth Regulation,Disease,Pink Root,,,LLM:gpt-5.2,True,False
Pea Weevils (all life stages except adult),Alfalfa,Growth Regulation,Insects,Pea Weevil,,,LLM:gpt-5.2,True,False
Phomopsis,Alfalfa,Growth Regulation,Disease,Phomopsis Blight,,Phomopsis spp.,LLM:gpt-5.2,True,False
Phyllachora spp.,Alfalfa,Growth Regulation,Disease,Tar Spot,,Phyllachora spp.,LLM:gpt-5.2,True,False
Pine Beetles,Alfalfa,Growth Regulation,Insects,Pine Beetles,,,LLM:gpt-5.2,True,False
"Plant Bugs (egg, nymph)",Alfalfa,Growth Regulation,Insects,Plant Bugs,,,LLM:gpt-5.2,True,False
Potato cyst nematode (Globodera spp.),Alfalfa,Growth Regulation,Disease,Potato Cyst Nematode,,Globodera spp.,LLM:gpt-5.2,True,False
Pseudomonas spp.,Alfalfa,Growth Regulation,Disease,Bacterial Blight,,Pseudomonas spp.,LLM:gpt-5.2,True,False
"Psyllids (egg, all 5 instar stages)",Alfalfa,Growth Regulation,Insects,Psyllids,,,LLM:gpt-5.2,True,False
Pythium spp.,Alfalfa,Growth Regulation,Disease,Pythium Root Rot,,Pythium spp.,LLM:gpt-5.2,True,False
Reniform nematode (Rotylenchulus spp.),Alfalfa,Growth Regulation,Disease,Reniform Nematode,,Rotylenchulus spp.,LLM:gpt-5.2,True,False
Rhizoctonia spp.,Alfalfa,Growth Regulation,Disease,Rhizoctonia Root Rot,,Rhizoctonia spp.,LLM:gpt-5.2,True,False
Root-knot nematode (Meloidogyne spp.),Alfalfa,Growth Regulation,Disease,Root-Knot Nematode,,Meloidogyne spp.,LLM:gpt-5.2,True,False
Root-lesion nematode (Pratylenchus spp.),Alfalfa,Growth Regulation,Disease,Lesion Nematodes,,Pratylenchus spp.,LLM:gpt-5.2,True,False
Slugs (all life stages),Alfalfa,Growth Regulation,Other,,,,,True,False
Snails (all life stages),Alfalfa,Growth Regulation,Other,,,,,True,False
Sooty Mold,Alfalfa,Growth Regulation,Disease,Sooty Mold,,,LLM:gpt-5.2,True,False
"Southern Cowpea Weevil (egg, larvae, maggot)",Alfalfa,Growth Regulation,Insects,Southern Cowpea Weevil,,,LLM:gpt-5.2,True,False
Soybean Cyst Nematode (Heterodera spp.),Alfalfa,Growth Regulation,Disease,Soybean Cyst Nematode,,Heterodera spp.,LLM:gpt-5.2,True,False
Spiral nematode (Helicotylenchus spp.),Alfalfa,Growth Regulation,Disease,Spiral Nematode,,Helicotylenchus spp.,LLM:gpt-5.2,True,False
Stem nematode (Ditylenchus spp.),Alfalfa,Growth Regulation,Disease,Stem Nematode,,Ditylenchus spp.,LLM:gpt-5.2,True,False
Sting nematode (Belonolaimus spp.),Alfalfa,Growth Regulation,Disease,Sting Nematode,,Belonolaimus spp.,LLM:gpt-5.2,True,False
"Stink Bugs (egg, nymph)",Alfalfa,Growth Regulation,Insects,Stink Bugs,,,LLM:gpt-5.2,True,False
Sugarcane Aphids (all life stages except adult),Alfalfa,Growth Regulation,Insects,Sugarcane Aphid,,,LLM:gpt-5.2,True,False
Target Spot,Alfalfa,Growth Regulation,Disease,Target Spot,,,LLM:gpt-5.2,True,False
"Thrips (egg, larvae, pre-pupal, pupal)",Alfalfa,Growth Regulation,Insects,Thrips,,,LLM:gpt-5.2,True,False
Tilletia spp.,Alfalfa,Growth Regulation,Disease,Bunt/Tilletia Smut,,Tilletia spp.,LLM:gpt-5.2,True,False
Ustilago spp.,Alfalfa,Growth Regulation,Disease,Smut,,Ustilago spp.,LLM:gpt-5.2,True,False
Weeds,Alfalfa,Growth Regulation,Weeds,Weeds,,,LLM:gpt-5.2,True,False
"White flies (egg, nymph)",Alfalfa,Growth Regulation,Insects,Whiteflies,,,LLM:gpt-5.2,True,False
White mold,Alfalfa,Growth Regulation,Disease,White Mold,,Sclerotinia spp.,LLM:gpt-5.2,True,False
"Wireworms (egg, larvae)",Alfalfa,Growth Regulation,Insects,Wireworms,,,LLM:gpt-5.2,True,False
vegetative growth suppression,Alfalfa,Growth Regulation,Growth Regulation,Vegetative Growth Suppression,,,LLM:gpt-5.2,True,False
1st and 2nd instar caterpillars,Alfalfa,Insects,Insects,Caterpillars,,,LLM:gpt-5.2,True,False
Alfalfa Blotch Leafminer,Alfalfa,Insects,Insects,Alfalfa Blotch Leafminer,,,LLM:gpt-5.2,True,False
Alfalfa Plant Bug,Alfalfa,Insects,Insects,Alfalfa Plant Bug,,,LLM:gpt-5.2,True,False
Alfalfa Worms,Alfalfa,Insects,Insects,Caterpillars,,,LLM:gpt-5.2,True,False
Alfalfa caterpillar,Alfalfa,Insects,Insects,Alfalfa Caterpillar,,,LLM:gpt-5.2,True,False
Alfalfa looper,Alfalfa,Insects,Insects,Alfalfa Looper,,,LLM:gpt-5.2,True,False
Alfalfa webworm,Alfalfa,Insects,Insects,Alfalfa Webworm,,,LLM:gpt-5.2,True,False
Alfalfa weevil larvae,Alfalfa,Insects,Insects,Alfalfa Weevil,,,LLM:gpt-5.2,True,False
All Listed Pests,Alfalfa,Insects,Other,,,,,True,False
All Listed Pests (except as specified below),Alfalfa,Insects,Other,,,,,True,False
Anticarsia gemmatalis,Alfalfa,Insects,Insects,Velvetbean Caterpillar,,,LLM:gpt-5.2,True,False
Army cutworm,Alfalfa,Insects,Insects,Army Cutworm,,,LLM:gpt-5.2,True,False
Armyworm,Alfalfa,Insects,Insects,Armyworms,,,LLM:gpt-5.2,True,False
Armyworm (1st and 2nd instar),Alfalfa,Insects,Insects,Armyworms,,,LLM:gpt-5.2,True,False
"Armyworms including beet armyworm, fall armyworm, southern armyworm, striped armyworm, true armyworm, western bean cutworm, yellowstriped armyworm",Alfalfa,Insects,Insects,Armyworms,,,LLM:gpt-5.2,True,False
Asiatic garden beetle,Alfalfa,Insects,Insects,Asiatic Garden Beetle,,,LLM:gpt-5.2,True,False
Aster leafhopper,Alfalfa,Insects,Insects,Aster Leafhopper,,,LLM:gpt-5.2,True,False
Barnyardgrass,Alfalfa,Insects,Weeds,Barnyardgrass,,,LLM:gpt-5.2,True,False
Bean leaf Beetles,Alfalfa,Insects,Insects,Bean Leaf Beetle,,,LLM:gpt-5.2,True,False
Beet Armyworm,Alfalfa,Insects,Insects,Beet Armyworm,,,LLM:gpt-5.2,True,False
Beet Armyworm1,Alfalfa,Insects,Insects,Beet Armyworm,,,LLM:gpt-5.2,True,False
Beet armyworm (1st and 2nd instar),Alfalfa,Insects,Insects,Beet Armyworm,,,LLM:gpt-5.2,True,False
Beetles,Alfalfa,Insects,Insects,Beetles,,,LLM:gpt-5.2,True,False
Bermuda grass stunt mite,Alfalfa,Insects,Insects,Bermuda Grass Stunt Mite,,,LLM:gpt-5.2,True,False
Billbugs,Alfalfa,Insects,Insects,Billbugs,,,LLM:gpt-5.2,True,False
Blister Beetle species,Alfalfa,Insects,Insects,Blister Beetles,,,LLM:gpt-5.2,True,False
Blotch Leafminer Aphids,Alfalfa,Insects,Insects,Aphids,,,LLM:gpt-5.2,True,False
Blotch Leafminer3,Alfalfa,Insects,Insects,Blotch Leafminer,,,LLM:gpt-5.2,True,False
Blue pea aphid,Alfalfa,Insects,Insects,Pea Aphid,,,LLM:gpt-5.2,True,False
Bluegrass,Alfalfa,Insects,Weeds,Bluegrass,,,LLM:gpt-5.2,True,False
Boll weevils,Alfalfa,Insects,Insects,Boll Weevil,,,LLM:gpt-5.2,True,False
Bollworms,Alfalfa,Insects,Insects,Bollworms,,,LLM:gpt-5.2,True,False
Borers,Alfalfa,Insects,Insects,Borers,,,LLM:gpt-5.2,True,False
Budworms,Alfalfa,Insects,Insects,Budworms,,,LLM:gpt-5.2,True,False
Cabbage loopers,Alfalfa,Insects,Insects,Cabbage Looper,,,LLM:gpt-5.2,True,False
Carpetweed,Alfalfa,Insects,Weeds,Carpetweed,,,LLM:gpt-5.2,True,False
Casebearers,Alfalfa,Insects,Insects,Casebearers,,,LLM:gpt-5.2,True,False
Caterpillars,Alfalfa,Insects,Insects,Caterpillars,,,LLM:gpt-5.2,True,False
Cheatgrass (downy brome),Alfalfa,Insects,Weeds,Downy Brome,,,LLM:gpt-5.2,True,False
Chickweed,Alfalfa,Insects,Weeds,Chickweed,,,LLM:gpt-5.2,True,False
"Chickweed, Common",Alfalfa,Insects,Weeds,Common Chickweed,,,LLM:gpt-5.2,True,False
"Chickweed, Mousear",Alfalfa,Insects,Weeds,Mouseear Chickweed,,,LLM:gpt-5.2,True,False
Chinch bug,Alfalfa,Insects,Insects,Chinch Bug,,,LLM:gpt-5.2,True,False
Chrysodeixis includens,Alfalfa,Insects,Insects,Soybean Looper,,,LLM:gpt-5.2,True,False
Clover Leaf Weevil species,Alfalfa,Insects,Insects,Clover Leaf Weevil,,,LLM:gpt-5.2,True,False
Clover Root Curculio species (Adult),Alfalfa,Insects,Insects,Clover Root Curculio,,,LLM:gpt-5.2,True,False
Clover leaf weevils,Alfalfa,Insects,Insects,Clover Leaf Weevil,,,LLM:gpt-5.2,True,False
Clover mite,Alfalfa,Insects,Insects,Clover Mite,,,LLM:gpt-5.2,True,False
Clover weevil,Alfalfa,Insects,Insects,Clover Leaf Weevil,,,LLM:gpt-5.2,True,False
"Cocklebur, common",Alfalfa,Insects,Weeds,Common Cocklebur,,,LLM:gpt-5.2,True,False
Codling Moth,Alfalfa,Insects,Insects,Codling Moth,,,LLM:gpt-5.2,True,False
Colorado Potato Beetles,Alfalfa,Insects,Insects,Colorado Potato Beetle,,,LLM:gpt-5.2,True,False
Common Alfalfa Weevil,Alfalfa,Insects,Insects,Alfalfa Weevil,,,LLM:gpt-5.2,True,False
Common Chickweed,Alfalfa,Insects,Weeds,Common Chickweed,,,LLM:gpt-5.2,True,False
Consperse Stink Bugs,Alfalfa,Insects,Insects,Consperse Stink Bug,,,LLM:gpt-5.2,True,False
Corn Earworm,Alfalfa,Insects,Insects,Corn Earworm,,,LLM:gpt-5.2,True,False
Corn Rootworm,Alfalfa,Insects,Insects,Corn Rootworm,,,LLM:gpt-5.2,True,False
Corn beetles,Alfalfa,Insects,Insects,Corn Beetles,,,LLM:gpt-5.2,True,False
Corn rootworms (adult),Alfalfa,Insects,Insects,Corn Rootworm,,,LLM:gpt-5.2,True,False
Cotton Bollworm,Alfalfa,Insects,Insects,Corn Earworm,,,LLM:gpt-5.2,True,False
Crabgrass,Alfalfa,Insects,Weeds,Crabgrass,,,LLM:gpt-5.2,True,False
Cucumber Beetle species (Adult),Alfalfa,Insects,Insects,Cucumber Beetles,,,LLM:gpt-5.2,True,False
Cucumber Beetles,Alfalfa,Insects,Insects,Cucumber Beetles,,,LLM:gpt-5.2,True,False
Cucumber beetle (adult),Alfalfa,Insects,Insects,Cucumber Beetles,,,LLM:gpt-5.2,True,False
Cutworm species,Alfalfa,Insects,Insects,Cutworms,,,LLM:gpt-5.2,True,False
Cutworm spp.,Alfalfa,Insects,Insects,Cutworms,,,LLM:gpt-5.2,True,False
Cutworms,Alfalfa,Insects,Insects,Cutworms,,,LLM:gpt-5.2,True,False
Dandelion,Alfalfa,Insects,Weeds,Dandelion,,,LLM:gpt-5.2,True,False
Dayflower,Alfalfa,Insects,Weeds,Dayflower,,,LLM:gpt-5.2,True,False
"Deadnettle, Purple",Alfalfa,Insects,Weeds,Purple Deadnettle,,,LLM:gpt-5.2,True,False
Diamondback Moths,Alfalfa,Insects,Insects,Diamondback Moth,,,LLM:gpt-5.2,True,False
Ear Worms,Alfalfa,Insects,Insects,Earworms,,,LLM:gpt-5.2,True,False
Egyptian Alfalfa Weevil (larvae & adult),Alfalfa,Insects,Insects,Egyptian Alfalfa Weevil,,,LLM:gpt-5.2,True,False
Egyptian Alfalfa Weevil Larvae,Alfalfa,Insects,Insects,Egyptian Alfalfa Weevil,,,LLM:gpt-5.2,True,False
Egyptian alfalfa weevil (larva and adult),Alfalfa,Insects,Insects,Egyptian Alfalfa Weevil,,,LLM:gpt-5.2,True,False
European Skipper (Essex Skipper),Alfalfa,Insects,Insects,European Skipper,,,LLM:gpt-5.2,True,False
European skipper,Alfalfa,Insects,Insects,European Skipper,,,LLM:gpt-5.2,True,False
Fagot Worms,Alfalfa,Insects,Insects,Fagot Worm,,,LLM:gpt-5.2,True,False
Fall Armyworm,Alfalfa,Insects,Insects,Fall Armyworm,,,LLM:gpt-5.2,True,False
Fall Armyworm1,Alfalfa,Insects,Insects,Fall Armyworm,,,LLM:gpt-5.2,True,False
Fall armyworm (1st and 2nd instar),Alfalfa,Insects,Insects,Fall Armyworm,,,LLM:gpt-5.2,True,False
"Filaree, redstem",Alfalfa,Insects,Weeds,Redstem Filaree,,,LLM:gpt-5.2,True,False
Fixweed,Alfalfa,Insects,Weeds,Fixweed,,,LLM:gpt-5.2,True,False
Flea Beetles,Alfalfa,Insects,Insects,Flea Beetles,,,LLM:gpt-5.2,True,False
Flea Hopper,Alfalfa,Insects,Insects,Flea Hopper,,,LLM:gpt-5.2,True,False
"Fleabane, Rough",Alfalfa,Insects,Weeds,Rough Fleabane,,,LLM:gpt-5.2,True,False
Foxtail Barley,Alfalfa,Insects,Weeds,Foxtail Barley,,,LLM:gpt-5.2,True,False
"Foxtail, Green",Alfalfa,Insects,Weeds,Green Foxtail,,,LLM:gpt-5.2,True,False
Fruit Flies,Alfalfa,Insects,Insects,Fruit Flies,,,LLM:gpt-5.2,True,False
Fungus Gnats,Alfalfa,Insects,Insects,Fungus Gnats,,,LLM:gpt-5.2,True,False
Galinsoga,Alfalfa,Insects,Weeds,Galinsoga,,,LLM:gpt-5.2,True,False
Gnats,Alfalfa,Insects,Insects,Gnats,,,LLM:gpt-5.2,True,False
Grape Berry Moths,Alfalfa,Insects,Insects,Grape Berry Moth,,,LLM:gpt-5.2,True,False
Grasshopper species,Alfalfa,Insects,Insects,Grasshoppers,,,LLM:gpt-5.2,True,False
Grasshoppers,Alfalfa,Insects,Insects,Grasshoppers,,,LLM:gpt-5.2,True,False
Green Peach Aphid3,Alfalfa,Insects,Insects,Green Peach Aphid,,,LLM:gpt-5.2,True,False
Grubs,Alfalfa,Insects,Insects,White Grubs,,,LLM:gpt-5.2,True,False
Gypsy Moths,Alfalfa,Insects,Insects,Gypsy Moth,,,LLM:gpt-5.2,True,False
Helicoverpa zea,Alfalfa,Insects,Insects,Corn Earworm,,,LLM:gpt-5.2,True,False
Heliothis virescens,Alfalfa,Insects,Insects,Tobacco Budworm,,,LLM:gpt-5.2,True,False
Hemipterans,Alfalfa,Insects,Insects,True Bugs,,,LLM:gpt-5.2,True,False
Henbit,Alfalfa,Insects,Weeds,Henbit,,,LLM:gpt-5.2,True,False
Hornworms,Alfalfa,Insects,Insects,Hornworms,,,LLM:gpt-5.2,True,False
Horseweed,Alfalfa,Insects,Weeds,Horseweed,,,LLM:gpt-5.2,True,False
Imported Fire Ant,Alfalfa,Insects,Insects,Imported Fire Ant,,,LLM:gpt-5.2,True,False
Insects,Alfalfa,Insects,Insects,Insects,,,LLM:gpt-5.2,True,False
Insects and mites,Alfalfa,Insects,Insects,Insects and Mites,,,LLM:gpt-5.2,True,False
Japanese beetle,Alfalfa,Insects,Insects,Japanese Beetle,,,LLM:gpt-5.2,True,False
Japanese brome,Alfalfa,Insects,Weeds,Japanese Brome,,,LLM:gpt-5.2,True,False
June beetle (adult),Alfalfa,Insects,Insects,June Beetle,,,LLM:gpt-5.2,True,False
Kochia,Alfalfa,Insects,Weeds,Kochia,,,LLM:gpt-5.2,True,False
Ladysthumb,Alfalfa,Insects,Weeds,Ladysthumb,,,LLM:gpt-5.2,True,False
"Lambsquarters, common",Alfalfa,Insects,Weeds,Common Lambsquarters,,,LLM:gpt-5.2,True,False
Leaf Perforators,Alfalfa,Insects,Insects,Leaf Perforators,,,LLM:gpt-5.2,True,False
Leafhopper species,Alfalfa,Insects,Insects,Leafhoppers,,,LLM:gpt-5.2,True,False
Leafhopper spp.,Alfalfa,Insects,Insects,Leafhoppers,,,LLM:gpt-5.2,True,False
Leafhoppers (including Potato Leafhoppers),Alfalfa,Insects,Insects,Leafhoppers,,,LLM:gpt-5.2,True,False
Leafminers,Alfalfa,Insects,Insects,Leafminers,,,LLM:gpt-5.2,True,False
Leafrollers,Alfalfa,Insects,Insects,Leafrollers,,,LLM:gpt-5.2,True,False
Lepidoptera larvae,Alfalfa,Insects,Insects,Caterpillars,,,LLM:gpt-5.2,True,False
Lepidopterous larvae,Alfalfa,Insects,Insects,Caterpillars,,,LLM:gpt-5.2,True,False
Light Brown Apple Moth,Alfalfa,Insects,Insects,Light Brown Apple Moth,,,LLM:gpt-5.2,True,False
Little barley,Alfalfa,Insects,Weeds,Little Barley,,,LLM:gpt-5.2,True,False
London Rocket,Alfalfa,Insects,Weeds,London Rocket,,,LLM:gpt-5.2,True,False
Looper species,Alfalfa,Insects,Insects,Loopers,,,LLM:gpt-5.2,True,False
Loopers,Alfalfa,Insects,Insects,Loopers,,,LLM:gpt-5.2,True,False
Lygus,Alfalfa,Insects,Insects,Lygus Bugs,,,LLM:gpt-5.2,True,False
Lygus Bugs,Alfalfa,Insects,Insects,Lygus Bugs,,,LLM:gpt-5.2,True,False
Maggots,Alfalfa,Insects,Insects,Maggots,,,LLM:gpt-5.2,True,False
Marestail,Alfalfa,Insects,Weeds,Horseweed,,,LLM:gpt-5.2,True,False
Marestail (Horseweed),Alfalfa,Insects,Weeds,Horseweed,,,LLM:gpt-5.2,True,False
Meadow salsify,Alfalfa,Insects,Weeds,Meadow Salsify,,,LLM:gpt-5.2,True,False
Mexican Beetles,Alfalfa,Insects,Insects,Mexican Bean Beetle,,,LLM:gpt-5.2,True,False
Mildew,Alfalfa,Insects,Disease,Mildew,,,LLM:gpt-5.2,True,False
Mites,Alfalfa,Insects,Insects,Mites,,,LLM:gpt-5.2,True,False
Moths,Alfalfa,Insects,Insects,Moths,,,LLM:gpt-5.2,True,False
"Mustard, Blue",Alfalfa,Insects,Weeds,Blue Mustard,,,LLM:gpt-5.2,True,False
"Mustard, Jim Hill (tumble)",Alfalfa,Insects,Weeds,Jim Hill Mustard,,,LLM:gpt-5.2,True,False
"Mustard, Tansy",Alfalfa,Insects,Weeds,Tansymustard,,,LLM:gpt-5.2,True,False
"Mustard, wild",Alfalfa,Insects,Weeds,Wild Mustard,,,LLM:gpt-5.2,True,False
Nematodes,Alfalfa,Insects,Disease,Nematodes,,,LLM:gpt-5.2,True,False
Old World Bollworm,Alfalfa,Insects,Insects,Corn Earworm,,,LLM:gpt-5.2,True,False
Onion Maggots,Alfalfa,Insects,Insects,Onion Maggot,,,LLM:gpt-5.2,True,False
Orange Tortrix,Alfalfa,Insects,Insects,Orange Tortrix,,,LLM:gpt-5.2,True,False
