original_target_name,original_crop,original_target_type,source_target_type,new_target_name,new_target_type,new_target_species,source_refined,deployed,main_target_list,__needs
Wireworms,Alfalfa,Disease,Insects,,,,,True,False,True
Worms,Alfalfa,Disease,Other,,,,,True,False,True
Xanthomonas,Alfalfa,Disease,Disease,,,,,True,False,True
Xanthomonas camestris,Alfalfa,Disease,Disease,,,,,True,False,True
Yellow Leaf Blotch,Alfalfa,Disease,Disease,,,,,True,False,True
Yellow leaf blotch (Leptotrichila medicaginis),Alfalfa,Disease,Disease,,,,,True,False,True
Yellow-striped Armyworm,Alfalfa,Disease,Insects,,,,,True,False,True
algae,Alfalfa,Disease,Other,,,,,True,False,False
annual grasses,Alfalfa,Disease,Weeds,,,,,True,False,False
annual weeds,Alfalfa,Disease,Weeds,,,,,True,False,False
bacteria,Alfalfa,Disease,Disease,,,,,True,False,False
broadleaf weeds,Alfalfa,Disease,Weeds,,,,,True,False,False
certain soil borne diseases,Alfalfa,Disease,Disease,,,,,True,False,False
cheatgrass,Alfalfa,Disease,Weeds,,,,,True,False,False
crickets,Alfalfa,Disease,Insects,,,,,True,False,False
decay,Alfalfa,Disease,Disease,,,,,True,False,False
downy brome,Alfalfa,Disease,Weeds,,,,,True,False,False
early season Phytophthora protection,Alfalfa,Disease,Disease,,,,,True,False,False
early season soil dwelling insects,Alfalfa,Disease,Insects,,,,,True,False,False
foliar pathogens,Alfalfa,Disease,Disease,,,,,True,False,False
fungi,Alfalfa,Disease,Disease,,,,,True,False,False
grass,Alfalfa,Disease,Weeds,,,,,True,False,False
lygus mites,Alfalfa,Disease,Insects,,,,,True,False,True
mealybugs,Alfalfa,Disease,Insects,,,,,True,False,True
moss,Alfalfa,Disease,Weeds,,,,,True,False,True
perennial weeds,Alfalfa,Disease,Weeds,,,,,True,False,True
plant-parasitic nematodes,Alfalfa,Disease,Disease,,,,,True,False,True
quackgrass,Alfalfa,Disease,Weeds,,,,,True,False,True
russet mites,Alfalfa,Disease,Insects,,,,,True,False,True
sea chalcids,Alfalfa,Disease,Insects,,,,,True,False,True
seed-borne fungi,Alfalfa,Disease,Disease,,,,,True,False,True
seedling blight,Alfalfa,Disease,Disease,,,,,True,False,True
soil-borne fungi,Alfalfa,Disease,Disease,,,,,True,False,True
soil-borne pathogens,Alfalfa,Disease,Disease,,,,,True,False,True
soil-dwelling insects,Alfalfa,Disease,Insects,,,,,True,False,True
symphylans,Alfalfa,Disease,Insects,,,,,True,False,True
true armyworm,Alfalfa,Disease,Insects,,,,,True,False,True
yeast,Alfalfa,Disease,Other,,,,,True,False,True
Aphids (all life stages except adult),Alfalfa,Growth Regul,Insects,,,,,True,False,False
Bacterial Blast,Alfalfa,Growth Regul,Disease,,,,,True,False,False
Blue Mold spp.,Alfalfa,Growth Regul,Disease,,,,,True,False,False
Borers (all life stages),Alfalfa,Growth Regul,Insects,,,,,True,False,False
Brown Patch,Alfalfa,Growth Regul,Disease,,,,,True,False,False
Citrus Canker,Alfalfa,Growth Regul,Disease,,,,,True,False,False
"Corn Borers (egg, larvae)",Alfalfa,Growth Regul,Insects,,,,,True,False,False
Corn Ear Worm (all life stages except adult),Alfalfa,Growth Regul,Insects,,,,,True,False,False
Corn Root Maggot (all life stages except adult),Alfalfa,Growth Regul,Insects,,,,,True,False,False
"Corn Root Worm (egg, larvae instars)",Alfalfa,Growth Regul,Insects,,,,,True,False,False
"Crickets (egg, larvae)",Alfalfa,Growth Regul,Insects,,,,,True,False,False
Curvularia spp.,Alfalfa,Growth Regul,Disease,,,,,True,False,False
Fairy Ring,Alfalfa,Growth Regul,Disease,,,,,True,False,False
Gall nematode (Anguina spp.),Alfalfa,Growth Regul,Other,,,,,True,False,False
Garlic and Onion White Rot,Alfalfa,Growth Regul,Disease,,,,,True,False,False
Goss Wilt,Alfalfa,Growth Regul,Disease,,,,,True,False,False
"Grasshoppers (egg, nymph)",Alfalfa,Growth Regul,Insects,,,,,True,False,False
Guava nematode (Meloidogyne spp.),Alfalfa,Growth Regul,Other,,,,,True,False,False
Lance nematode (Hoplolaimus spp.),Alfalfa,Growth Regul,Other,,,,,True,False,False
Melanose,Alfalfa,Growth Regul,Disease,,,,,True,False,True
Mites (all life stages except adult),Alfalfa,Growth Regul,Insects,,,,,True,False,True
Onion Pink Root Rot,Alfalfa,Growth Regul,Disease,,,,,True,False,True
Pea Weevils (all life stages except adult),Alfalfa,Growth Regul,Insects,,,,,True,False,True
Phyllachora spp.,Alfalfa,Growth Regul,Disease,,,,,True,False,True
Pine Beetles,Alfalfa,Growth Regul,Insects,,,,,True,False,True
"Plant Bugs (egg, nymph)",Alfalfa,Growth Regul,Insects,,,,,True,False,True
Potato cyst nematode (Globodera spp.),Alfalfa,Growth Regul,Disease,,,,,True,False,True
"Psyllids (egg, all 5 instar stages)",Alfalfa,Growth Regul,Insects,,,,,True,False,True
Reniform nematode (Rotylenchulus spp.),Alfalfa,Growth Regul,Disease,,,,,True,False,True
Root-knot nematode (Meloidogyne spp.),Alfalfa,Growth Regul,Disease,,,,,True,False,True
Root-lesion nematode (Pratylenchus spp.),Alfalfa,Growth Regul,Disease,,,,,True,False,True
Slugs (all life stages),Alfalfa,Growth Regul,Other,,,,,True,False,True
Snails (all life stages),Alfalfa,Growth Regul,Other,,,,,True,False,True
Sooty Mold,Alfalfa,Growth Regul,Disease,,,,,True,False,True
"Southern Cowpea Weevil (egg, larvae, maggot)",Alfalfa,Growth Regul,Insects,,,,,True,False,True
Soybean Cyst Nematode (Heterodera spp.),Alfalfa,Growth Regul,Disease,,,,,True,False,True
Spiral nematode (Helicotylenchus spp.),Alfalfa,Growth Regul,Disease,,,,,True,False,True
Stem nematode (Ditylenchus spp.),Alfalfa,Growth Regul,Disease,,,,,True,False,True
Sting nematode (Belonolaimus spp.),Alfalfa,Growth Regul,Disease,,,,,True,False,True
"Stink Bugs (egg, nymph)",Alfalfa,Growth Regul,Insects,,,,,True,False,True
Sugarcane Aphids (all life stages except adult),Alfalfa,Growth Regul,Insects,,,,,True,False,True
"Thrips (egg, larvae, pre-pupal, pupal)",Alfalfa,Growth Regul,Insects,,,,,True,False,True
Tilletia spp.,Alfalfa,Growth Regul,Disease,,,,,True,False,True
Ustilago spp.,Alfalfa,Growth Regul,Disease,,,,,True,False,True
"White flies (egg, nymph)",Alfalfa,Growth Regul,Insects,,,,,True,False,True
"Wireworms (egg, larvae)",Alfalfa,Growth Regul,Insects,,,,,True,False,True
vegetative growth suppression,Alfalfa,Growth Regul,Growth Regulation,,,,,True,False,True
1st and 2nd instar caterpillars,Alfalfa,Insects,Insects,test,Insect,,,True,True,False
Alfalfa Blotch Leafminer,Alfalfa,Insects,Insects,,,,,True,False,False
Alfalfa Plant Bug,Alfalfa,Insects,Insects,,,,,True,False,False
Alfalfa webworm,Alfalfa,Insects,Insects,,,,,True,False,False
Alfalfa weevil larvae,Alfalfa,Insects,Insects,,,,,True,False,False
All Listed Pests,Alfalfa,Insects,Other,,,,,True,False,False
All Listed Pests (except as specified below),Alfalfa,Insects,Other,,,,,True,False,False
Anticarsia gemmatalis,Alfalfa,Insects,Insects,,,,,True,False,False
Armyworm (1st and 2nd instar),Alfalfa,Insects,Insects,,,,,True,False,False
"Armyworms including beet armyworm, fall armyworm, southern armyworm, striped armyworm, true armyworm, western bean cutworm, yellowstriped armyworm",Alfalfa,Insects,Insects,,,,,True,False,False
Barnyardgrass,Alfalfa,Insects,Weeds,,,,,True,False,False
Beet Armyworm1,Alfalfa,Insects,Insects,,,,,True,False,False
Beet armyworm (1st and 2nd instar),Alfalfa,Insects,Insects,,,,,True,False,False
Bermuda grass stunt mite,Alfalfa,Insects,Insects,,,,,True,False,False
Big-Headed Ant,Alfalfa,Insects,Insects,,,,,True,False,False
Blotch Leafminer Aphids,Alfalfa,Insects,Insects,,,,,True,False,False
Blotch Leafminer3,Alfalfa,Insects,Insects,,,,,True,False,False
Blue pea aphid,Alfalfa,Insects,Insects,,,,,True,False,False
Bluegrass,Alfalfa,Insects,Weeds,,,,,True,False,False
Carpetweed,Alfalfa,Insects,Weeds,,,,,True,False,False
Cheatgrass (downy brome),Alfalfa,Insects,Weeds,,,,,True,False,False
Chickweed,Alfalfa,Insects,Weeds,,,,,True,False,False
"Chickweed, Common",Alfalfa,Insects,Weeds,,,,,True,False,False
"Chickweed, Mousear",Alfalfa,Insects,Weeds,,,,,True,False,False
Chrysodeixis includens,Alfalfa,Insects,Insects,,,,,True,False,False
Clover Leaf Weevil species,Alfalfa,Insects,Insects,,,,,True,False,False
Clover Root Curculio species (Adult),Alfalfa,Insects,Insects,,,,,True,False,False
Clover leaf weevil,Alfalfa,Insects,Insects,,,,,True,False,False
Clover mite,Alfalfa,Insects,Insects,,,,,True,False,False
Clover weevil,Alfalfa,Insects,Insects,,,,,True,False,False
"Cocklebur, common",Alfalfa,Insects,Weeds,,,,,True,False,False
Common Alfalfa Weevil,Alfalfa,Insects,Insects,,,,,True,False,False
Common Chickweed,Alfalfa,Insects,Weeds,,,,,True,False,False
Consperse Stink Bugs,Alfalfa,Insects,Insects,,,,,True,False,False
Corn rootworms (adult),Alfalfa,Insects,Insects,,,,,True,False,False
Cotton Bollworm,Alfalfa,Insects,Insects,,,,,True,False,False
Crabgrass,Alfalfa,Insects,Weeds,,,,,True,False,False
Cucumber Beetle species (Adult),Alfalfa,Insects,Insects,,,,,True,False,False
Dandelion,Alfalfa,Insects,Weeds,,,,,True,False,False
Dayflower,Alfalfa,Insects,Weeds,,,,,True,False,False
"Deadnettle, Purple",Alfalfa,Insects,Weeds,,,,,True,False,False
Egyptian Alfalfa Weevil (larvae & adult),Alfalfa,Insects,Insects,,,,,True,False,False
Egyptian Alfalfa Weevil Larvae,Alfalfa,Insects,Insects,,,,,True,False,False
Egyptian alfalfa weevil (larva and adult),Alfalfa,Insects,Insects,,,,,True,False,False
European Skipper (Essex Skipper),Alfalfa,Insects,Insects,,,,,True,False,False
European skipper,Alfalfa,Insects,Insects,,,,,True,False,False
Fall Armyworm1,Alfalfa,Insects,Insects,,,,,True,False,False
Fall armyworm (1st and 2nd instar),Alfalfa,Insects,Insects,,,,,True,False,False
"Filaree, redstem",Alfalfa,Insects,Weeds,,,,,True,False,False
Fixweed,Alfalfa,Insects,Weeds,,,,,True,False,False
"Fleabane, Rough",Alfalfa,Insects,Weeds,,,,,True,False,False
Foxtail Barley,Alfalfa,Insects,Weeds,,,,,True,False,False
"Foxtail, Green",Alfalfa,Insects,Weeds,,,,,True,False,False
Galinsoga,Alfalfa,Insects,Weeds,,,,,True,False,False
Green Peach Aphid3,Alfalfa,Insects,Insects,,,,,True,False,False
Helicoverpa zea,Alfalfa,Insects,Insects,,,,,True,False,False
Heliothis virescens,Alfalfa,Insects,Insects,,,,,True,False,False
Hemipterans,Alfalfa,Insects,Insects,,,,,True,False,False
Henbit,Alfalfa,Insects,Weeds,,,,,True,False,False
Horseweed,Alfalfa,Insects,Weeds,,,,,True,False,False
Insects,Alfalfa,Insects,Insects,,,,,True,False,False
Insects and mites,Alfalfa,Insects,Insects,,,,,True,False,False
Japanese brome,Alfalfa,Insects,Weeds,,,,,True,False,False
Jimsonweed,Alfalfa,Insects,Weeds,,,,,True,False,False
June beetle (adult),Alfalfa,Insects,Insects,,,,,True,False,False
Kochia,Alfalfa,Insects,Weeds,,,,,True,False,False
Ladysthumb,Alfalfa,Insects,Weeds,,,,,True,False,False
"Lambsquarters, common",Alfalfa,Insects,Weeds,,,,,True,False,False
Leafhoppers (including Potato Leafhoppers),Alfalfa,Insects,Insects,,,,,True,False,False
Lepidoptera larvae,Alfalfa,Insects,Insects,,,,,True,False,False
Lepidopterous larvae,Alfalfa,Insects,Insects,,,,,True,False,False
Light Brown Apple Moth,Alfalfa,Insects,Insects,,,,,True,False,False
Little barley,Alfalfa,Insects,Weeds,,,,,True,False,False
London Rocket,Alfalfa,Insects,Weeds,,,,,True,False,False
Looper species,Alfalfa,Insects,Insects,,,,,True,False,False
Marestail,Alfalfa,Insects,Weeds,,,,,True,False,True
Marestail (Horseweed),Alfalfa,Insects,Weeds,,,,,True,False,True
Meadow salsify,Alfalfa,Insects,Weeds,,,,,True,False,True
"Mustard, Blue",Alfalfa,Insects,Weeds,,,,,True,False,True
"Mustard, Jim Hill (tumble)",Alfalfa,Insects,Weeds,,,,,True,False,True
"Mustard, Tansy",Alfalfa,Insects,Weeds,,,,,True,False,True
"Mustard, wild",Alfalfa,Insects,Weeds,,,,,True,False,True
Native Fire Ant,Alfalfa,Insects,Insects,,,,,True,False,True
Old World Bollworm,Alfalfa,Insects,Insects,,,,,True,False,True
Palmer amaranth,Alfalfa,Insects,Weeds,,,,,True,False,True
Pavement Ant,Alfalfa,Insects,Insects,,,,,True,False,True
Pennycress,Alfalfa,Insects,Weeds,,,,,True,False,True
Pepperweed,Alfalfa,Insects,Weeds,,,,,True,False,True
"Pepperweed, Virginia",Alfalfa,Insects,Weeds,,,,,True,False,True
"Pigweed, Redroot",Alfalfa,Insects,Weeds,,,,,True,False,True
Plant Bug Species including Lygus Species3,Alfalfa,Insects,Insects,,,,,True,False,True
Plant Bug species including Lygus species,Alfalfa,Insects,Insects,,,,,True,False,True
Plant Bug spp. Including Lygus spp.,Alfalfa,Insects,Insects,,,,,True,False,True
Plant bugs (including Lygus spp.),Alfalfa,Insects,Insects,,,,,True,False,True
Plant bugs (including Lygus),Alfalfa,Insects,Insects,,,,,True,False,True
Plutella xylostella,Alfalfa,Insects,Insects,,,,,True,False,True
Prickly Lettuce,Alfalfa,Insects,Weeds,,,,,True,False,True
Pseudomonas spp.,Alfalfa,Insects,Disease,,,,,True,False,True
Purple Deadnettle,Alfalfa,Insects,Weeds,,,,,True,False,True
"Ragweed, common",Alfalfa,Insects,Weeds,,,,,True,False,True
Red Imported Fire Ant,Alfalfa,Insects,Insects,,,,,True,False,True
Rescuegrass,Alfalfa,Insects,Weeds,,,,,True,False,True
Sesbania,Alfalfa,Insects,Weeds,,,,,True,False,True
Shepherds purse,Alfalfa,Insects,Weeds,,,,,True,False,True
"Smartweed, Pennsylvania",Alfalfa,Insects,Weeds,,,,,True,False,True
Smooth brome,Alfalfa,Insects,Weeds,,,,,True,False,True
Sod webworm,Alfalfa,Insects,Insects,,,,,True,False,True
Southern (California) Fire Ant,Alfalfa,Insects,Insects,,,,,True,False,True
Sowthistle,Alfalfa,Insects,Weeds,,,,,True,False,True
Spider Mites2,Alfalfa,Insects,Insects,,,,,True,False,True
Spodoptera eridania,Alfalfa,Insects,Insects,,,,,True,False,True
Spodoptera exigua,Alfalfa,Insects,Insects,,,,,True,False,True
Spodoptera frugiperda,Alfalfa,Insects,Insects,,,,,True,False,True
Spodoptera spp.,Alfalfa,Insects,Insects,,,,,True,False,True
Striped armyworm,Alfalfa,Insects,Insects,,,,,True,False,True
Thrips Species4,Alfalfa,Insects,Insects,,,,,True,False,True
Trichoplusia ni,Alfalfa,Insects,Insects,,,,,True,False,True
True Bugs,Alfalfa,Insects,Insects,,,,,True,False,True
Velvetleaf,Alfalfa,Insects,Weeds,,,,,True,False,True
Vetch bruchid,Alfalfa,Insects,Insects,,,,,True,False,True
Vetch buchid,Alfalfa,Insects,Insects,,,,,True,False,True
Weeds,Alfalfa,Insects,Weeds,,,,,True,False,True
Western armyworm,Alfalfa,Insects,Insects,,,,,True,False,True
Western plant bug,Alfalfa,Insects,Insects,,,,,True,False,True
Western tarnished plant bug,Alfalfa,Insects,Insects,,,,,True,False,True
Western yellowstriped armyworm (1st and 2nd instar),Alfalfa,Insects,Insects,,,,,True,False,True
White cockle,Alfalfa,Insects,Weeds,,,,,True,False,True
Whitefly (adult),Alfalfa,Insects,Insects,,,,,True,False,True
Whitefringed Beetle species (Adult),Alfalfa,Insects,Insects,,,,,True,False,True
Wild buckwheat,Alfalfa,Insects,Weeds,,,,,True,False,True
Wild oats,Alfalfa,Insects,Weeds,,,,,True,False,True
Winter grain mite,Alfalfa,Insects,Insects,,,,,True,False,True
Yellowstriped armyworm (1st and 2nd instar),Alfalfa,Insects,Insects,,,,,True,False,True
alfalfa weevil (suppression),Alfalfa,Insects,Insects,,,,,True,False,False
annual grasses and broadleaf weeds,Alfalfa,Insects,Weeds,,,,,True,False,False
annual morningglory,Alfalfa,Insects,Weeds,,,,,True,False,False
bagrada bugs,Alfalfa,Insects,Insects,,,,,True,False,False
bromegrass,Alfalfa,Insects,Weeds,,,,,True,False,False
canarygrass,Alfalfa,Insects,Weeds,,,,,True,False,False
cheat,Alfalfa,Insects,Weeds,,,,,True,False,False
cocklebur,Alfalfa,Insects,Weeds,,,,,True,False,False
darkling beetles,Alfalfa,Insects,Insects,,,,,True,False,False
dogfennel,Alfalfa,Insects,Weeds,,,,,True,False,False
field pennycress,Alfalfa,Insects,Weeds,,,,,True,False,False
foxtail,Alfalfa,Insects,Weeds,,,,,True,False,False
lambsquarters,Alfalfa,Insects,Weeds,,,,,True,False,False
leaf-feeding insects,Alfalfa,Insects,Insects,,,,,True,False,False
listed insects,Alfalfa,Insects,Insects,,,,,True,False,False
listed plant pests,Alfalfa,Insects,Other,,,,,True,False,False
locust,Alfalfa,Insects,Insects,,,,,True,False,False
other winter annuals,Alfalfa,Insects,Weeds,,,,,True,False,True
pigweed,Alfalfa,Insects,Weeds,,,,,True,False,True
reduction of alfalfa weevil larvae,Alfalfa,Insects,Insects,,,,,True,False,True
rescue brome,Alfalfa,Insects,Weeds,,,,,True,False,True
ryegrass,Alfalfa,Insects,Weeds,,,,,True,False,True
sandbur,Alfalfa,Insects,Weeds,,,,,True,False,True
slugs,Alfalfa,Insects,Other,,,,,True,False,True
smartweed,Alfalfa,Insects,Weeds,,,,,True,False,True
snails,Alfalfa,Insects,Other,,,,,True,False,True
spotted drosophila,Alfalfa,Insects,Insects,,,,,True,False,True
spotted lanternfly,Alfalfa,Insects,Insects,,,,,True,False,True
tansy mustard,Alfalfa,Insects,Weeds,,,,,True,False,True
wild barley,Alfalfa,Insects,Weeds,,,,,True,False,True
yellow rocket,Alfalfa,Insects,Weeds,,,,,True,False,True
Annual Bluegrass,Alfalfa,Weeds,Weeds,,,,,True,False,False
Annual and perennial grass weeds,Alfalfa,Weeds,Weeds,,,,,True,False,False
Annual and perennial grasses,Alfalfa,Weeds,Weeds,,,,,True,False,False
Annual and perennial weeds,Alfalfa,Weeds,Weeds,,,,,True,False,False
Annual broadleaf weeds,Alfalfa,Weeds,Weeds,,,,,True,False,False
Annual grass,Alfalfa,Weeds,Weeds,,,,,True,False,False
Annual weeds and perennial weeds,Alfalfa,Weeds,Weeds,,,,,True,False,False
"Anoda, spurred",Alfalfa,Weeds,Weeds,,,,,True,False,False
"Artichoke, Jerusalem",Alfalfa,Weeds,Weeds,,,,,True,False,False
Balloonvine,Alfalfa,Weeds,Weeds,,,,,True,False,False
Barbarea vulgaris,Alfalfa,Weeds,Weeds,,,,,True,False,False
"Barley, Little",Alfalfa,Weeds,Weeds,,,,,True,False,False
"Barley, wild",Alfalfa,Weeds,Weeds,,,,,True,False,False
Bedstraw,Alfalfa,Weeds,Weeds,,,,,True,False,False
"Bedstraw, catchweed",Alfalfa,Weeds,Weeds,,,,,True,False,False
"Beet, wild",Alfalfa,Weeds,Weeds,,,,,True,False,False
"Beets, wild",Alfalfa,Weeds,Weeds,,,,,True,False,False
Beggarticks,Alfalfa,Weeds,Weeds,,,,,True,False,False
"Bindweed, field",Alfalfa,Weeds,Weeds,,,,,True,False,False
"Bindweed, hedge",Alfalfa,Weeds,Weeds,,,,,True,False,False
Black Mustard,Alfalfa,Weeds,Weeds,,,,,True,False,False
Brassica kaber,Alfalfa,Weeds,Weeds,,,,,True,False,False
Bristly Starbur,Alfalfa,Weeds,Weeds,,,,,True,False,False
Broadleaves,Alfalfa,Weeds,Weeds,,,,,True,False,False
"Brome, Downy",Alfalfa,Weeds,Weeds,,,,,True,False,False
"Brome, Japanese",Alfalfa,Weeds,Weeds,,,,,True,False,False
"Brome, Smooth",Alfalfa,Weeds,Weeds,,,,,True,False,False
Bromus tectorum,Alfalfa,Weeds,Weeds,,,,,True,False,False
Buckhorn Plantain,Alfalfa,Weeds,Weeds,,,,,True,False,False
"Buckwheat, wild",Alfalfa,Weeds,Weeds,,,,,True,False,False
Buttercup,Alfalfa,Weeds,Weeds,,,,,True,False,False
"Canola, volunteer",Alfalfa,Weeds,Weeds,,,,,True,False,False
Capsella bursa-pastoris,Alfalfa,Weeds,Weeds,,,,,True,False,False
Cheat (Bromus secalinus),Alfalfa,Weeds,Weeds,,,,,True,False,False
Chenopodium album,Alfalfa,Weeds,Weeds,,,,,True,False,False
"Chickweed, Mouseear",Alfalfa,Weeds,Weeds,,,,,True,False,False
Common Lambsquarters,Alfalfa,Weeds,Weeds,,,,,True,False,False
Common purslane,Alfalfa,Weeds,Weeds,,,,,True,False,False
"Croton, tropic",Alfalfa,Weeds,Weeds,,,,,True,False,False
Curly Dock,Alfalfa,Weeds,Weeds,,,,,True,False,False
Descurainia pinnata,Alfalfa,Weeds,Weeds,,,,,True,False,False
Descurainia sophia,Alfalfa,Weeds,Weeds,,,,,True,False,False
Devilsclaw,Alfalfa,Weeds,Weeds,,,,,True,False,False
Digitaria spp.,Alfalfa,Weeds,Weeds,,,,,True,False,False
Eclipta,Alfalfa,Weeds,Weeds,,,,,True,False,False
Fanweed,Alfalfa,Weeds,Weeds,,,,,True,False,False
Fiddleneck,Alfalfa,Weeds,Weeds,,,,,True,False,False
"Filaree, whitestem",Alfalfa,Weeds,Weeds,,,,,True,False,False
Fleabane,Alfalfa,Weeds,Weeds,,,,,True,False,False
Flixweed,Alfalfa,Weeds,Weeds,,,,,True,False,False
"Groundsel, common",Alfalfa,Weeds,Weeds,,,,,True,False,False
Hedge Smartweed,Alfalfa,Weeds,Weeds,,,,,True,False,False
Hodeum leporinum,Alfalfa,Weeds,Weeds,,,,,True,False,False
Ivyleaf morningglory,Alfalfa,Weeds,Weeds,,,,,True,False,False
Kochia or Mexican Fireweed,Alfalfa,Weeds,Weeds,,,,,True,False,False
Lactuca serriola,Alfalfa,Weeds,Weeds,,,,,True,False,False
Lamium amplexicaule,Alfalfa,Weeds,Weeds,,,,,True,False,False
Lepidium latifolium,Alfalfa,Weeds,Weeds,,,,,True,False,False
"Lettuce, Prickly",Alfalfa,Weeds,Weeds,,,,,True,False,False
Lolium multiforum,Alfalfa,Weeds,Weeds,,,,,True,False,False
Marshelder,Alfalfa,Weeds,Weeds,,,,,True,False,True
Mayweed/Dogfennel,Alfalfa,Weeds,Weeds,,,,,True,False,True
Morningglory,Alfalfa,Weeds,Weeds,,,,,True,False,True
"Morningglory, cypressvine",Alfalfa,Weeds,Weeds,,,,,True,False,True
